"Country Name","Country Code","Indicator Name","Indicator Code","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"BES Islands","BES","Access to Clean Fuels and Technologies for cooking (% of total population)","2.1_ACCESS.CFT.TOT","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"BES Islands","BES","Access to electricity (% of rural population with access)","1.2_ACCESS.ELECTRICITY.RURAL","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"BES Islands","BES","Access to electricity (% of total population)","1.1_ACCESS.ELECTRICITY.TOT","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"BES Islands","BES","Access to electricity (% of urban population with access)","1.3_ACCESS.ELECTRICITY.URBAN","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"BES Islands","BES","Energy intensity level of primary energy (MJ/2011 USD PPP)","6.1_PRIMARY.ENERGY.INTENSITY","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tajikistan","TJK","Renewable energy consumption (TJ)","3.1_RE.CONSUMPTION","58101.08","58043.11","56096.5","49934.77","50698.97","49151.83","48258.54","42282.23","43824.07","46482.14","47028.98","47562.21","48484.37","49289.38","50308.33","51872.96","52130.7","51864.34","50192.5","48050.19","50632.27","49159.56","49149.67","48437.09","44014.67","44129.53","",
"Tajikistan","TJK","Renewable energy share of TFEC (%)","2.1_SHARE.TOTAL.RE.IN.TFEC","29.6377518944877","30.9993635064853","37.3786621885957","43.9566051787912","57.2601858246883","60.5824984917595","62.6671385291229","56.8242860810862","55.807591399472","59.7283908536007","62.4134110466871","64.0730266056429","64.1572445718098","64.6082485174808","61.4267488216951","63.7432274958956","61.5794150932578","53.8039970842594","54.6154552868936","60.5750784789636","61.8343248989419","59.9802775176018","55.079854831174","57.9210512957349","45.7563923571945","44.6592039196129","",
"Tajikistan","TJK","Total electricity output (GWh)","4.1.1_TOTAL.ELECTRICITY.OUTPUT","18146","17583","16822","17741","16982","14825","15062","14005","14422","15797","14247","14382","15302","16509","16491","17090","16935","17494","16147","16117","16435","16238","16974","17115","16472","17162","",
"Tajikistan","TJK","Total final energy consumption (TFEC) (TJ)","1.1_TOTAL.FINAL.ENERGY.CONSUM","196037.405964","187239.683124","150076.26468","113600.151324","88541.3997","81132.061608","77007.728664","74408.730696","78527.076516","77822.521812","75350.760696","74231.252244","75571.153848","76289.608728","81899.711388","81377.99424","84656.0493","96394.957272","91901.641644","79323.364008","81883.75968","81959.54076","89233.47774","83626.054632","96193.488456","98813.964708","",
"Tanzania","TZA","Access to Clean Fuels and Technologies for cooking (% of total population)","2.1_ACCESS.CFT.TOT","","","","","","","","","","","1.08","1.1","1.15","1.2","1.28","1.35","1.35999999999999","1.44","1.53","1.54","1.65999999999999","1.74","1.85","1.93","2","2.15","2.16",
"Tanzania","TZA","Access to electricity (% of rural population with access)","1.2_ACCESS.ELECTRICITY.RURAL","","","1.3","","0.323986550869854","0.800660977195428","1.8","1.68091680668094","2.07679884751248","1.1","2.76094790095948","3.05187693309062","3.31621648403154","1.8","1.6","3.70026586821908","3.79185683243983","3.87820165786637","2.1","2","3.7","4.1","3.6","4.2","4.25037709051733","9","16.9",
"Tanzania","TZA","Access to electricity (% of total population)","1.1_ACCESS.ELECTRICITY.TOT","2.48370885848999","3.23441529273987","6.8","4.73174905776978","5.47276782989502","6.20460987091064","9.4","7.62852478027344","8.31447982788086","8","9.62061023712158","10.2437896728516","10.854621887207","11.1","11.4","12.6736688613892","13.2957448959351","13.935788154602","11.5","11.2","14.8","14.2","15.3","16.4","18.9101791381836","18.5","32.8",
"Tanzania","TZA","Access to electricity (% of urban population with access)","1.3_ACCESS.ELECTRICITY.URBAN","20.600471496582","21.9038181304932","23.9","24.5091361999512","25.8092193603516","27.1062107086182","35.5","29.6867942810059","30.9683265686035","27.3","33.5093574523926","34.7706413269043","36.0293121337891","36.5","38.9","39.8178062438965","41.0941886901855","42.3820343017578","40.1","43.5","46.2","42.9","46.4","50.3","51.6915664672852","51.9","65.3",
"Tanzania","TZA","Energy intensity level of primary energy (MJ/2011 USD PPP)","6.1_PRIMARY.ENERGY.INTENSITY","11.1793605993855","11.1769386855865","11.2554814550614","11.4229874452028","11.4489477372641","11.5821988433775","11.2157952941261","10.9381976345037","11.2311957697205","11.3883313543673","11.4560376778838","11.413529111906","11.1910723632341","10.8836118878658","10.7035910334882","10.3614550868478","10.2564269724196","9.79047798354642","9.58726253754327","9.35318788860301","9.24374444702058","9.05592875984149","9.14097310085669","8.83020967076879","8.53518387881509","8.34420090508029","",
"Tanzania","TZA","Renewable electricity output (GWh)","4.1.2_REN.ELECTRICITY.OUTPUT","1549","1726","1650","1697","1499","1539","1748","1449","2078","2162","2135","2640","2720","2549","2011","1778","1437","2526","2652","2645","2726","2027","1799","1753","2630","2150","",
"Tanzania","TZA","Renewable electricity share of total electricity output (%)","4.1_SHARE.RE.IN.ELECTRICITY","95.1474201474201","94.7310647639956","90.8590308370044","88.848167539267","84.1661987647389","79.989604989605","86.2783810463968","75.5080771235018","96.6511627906977","93.714781100997","86.3673139158576","94.7935368043088","96.2491153573956","95.8631064309891","60.2456560814859","50.014064697609","41.6763341067285","60.3728489483748","60.4237867395762","55.7899177388737","51.6875237011756","39.7997251129001","32.1882268742172","29.5068170341693","42.2897571956906","34.154090548054","",
"Tanzania","TZA","Renewable energy consumption (TJ)","3.1_RE.CONSUMPTION","346426.6","353952.1","361139.3","368428.9","375018.6","382461.8","390246","396646.6","421798.6","446295.7","473309.8","492101","510964.3","529267.3","545743.2","564507.5","582339.7","606693.8","628553.8","648544.2","673090.6","696614.4","720098.8","746986.1","777048.1","804531.9","",
"Tanzania","TZA","Renewable energy share of TFEC (%)","2.1_SHARE.TOTAL.RE.IN.TFEC","94.7849093146188","94.9705884263115","95.0255815789119","95.1474325468208","95.177635537685","93.3715035008818","92.222456492302","92.7478690083624","93.1776558055806","94.2663484369542","93.7244702767242","93.2250041036372","92.4807110109148","92.3804284217852","91.7274963249536","91.0099537590046","90.9042738630627","91.3567228106726","91.0485887473637","91.6407401770115","90.3162284953793","88.5137356314494","86.3544899735307","86.6248063592451","86.6736033198387","85.7130419384343","",
"Tanzania","TZA","Total electricity output (GWh)","4.1.1_TOTAL.ELECTRICITY.OUTPUT","1628","1822","1816","1910","1781","1924","2026","1919","2150","2307","2472","2785","2826","2659","3338","3555","3448","4184","4389","4741","5274","5093","5589","5941","6219","6295","",
"Tanzania","TZA","Total final energy consumption (TFEC) (TJ)","1.1_TOTAL.FINAL.ENERGY.CONSUM","365487.082812","372696.543072","380044.293336","387218.961288","394019.664264","409612.982184","423157.238316","427661.146548","452682.133236","473441.166864","505001.307132","527863.747212","552509.052336","572921.460792","594961.404012","620270.065728","640607.6142","664093.217592","690349.854564","707702.926392","745259.862168","787012.767036","833886.923796","862323.543792","896522.20542","938634.170256","",
"Thailand","THA","Access to Clean Fuels and Technologies for cooking (% of total population)","2.1_ACCESS.CFT.TOT","","","","","","","","","","","68.04","68.45","68.77","69.49","69.57","70.21","70.65","70.96","71.46","72.17","72.31","72.83","73.22","73.69","73.67","74.33","74.43",
"Thailand","THA","Access to electricity (% of rural population with access)","1.2_ACCESS.ELECTRICITY.RURAL","65.9942851568694","67.5654177899517","69.1429643186101","70.7237679302984","72.3043949728298","73.8808992067312","75.4486399391654","77.0044260768231","78.544236254149","80.0637388278406","87","82.7332379718492","83.9925272337649","85.2855942034356","86.6229589590107","88.018261360205","98.9256634279686","91.03088977073","92.6749042770712","98.92","97","97.9836935073278","98.8437177787598","99.9969223128663","100","99.5","100",
"Thailand","THA","Access to electricity (% of total population)","1.1_ACCESS.ELECTRICITY.TOT","75.8987121582031","77.0654220581055","78.2316207885742","79.3947601318359","80.5517883300781","81.6996307373047","82.8352355957031","83.9555511474609","85.0575103759766","86.138053894043","82.1","88.2348251342773","89.2616653442383","90.282211303711","91.3025436401367","92.3287200927734","99.146201481454","94.4228439331055","95.5014114379883","98.96","99.7","98.7164154052734","99.1086235489221","99.8556976318359","99.9816665649414","99.6","100",
"Thailand","THA","Access to electricity (% of urban population with access)","1.3_ACCESS.ELECTRICITY.URBAN","99.6553344726563","99.6676177978515","99.6797256469727","99.690803527832","99.699821472168","99.7057495117188","99.7075500488281","99.7042007446289","99.6946640014648","99.6779174804688","99.9","99.623779296875","99.5913848876953","99.559196472168","99.5300216674805","99.5066909790039","99.6260098482606","99.4887847900391","99.4990844726563","99.01","100","99.5978317260742","99.4498197685449","99.7023544311523","99.760856628418","99.7","99.8817443847656",
"Thailand","THA","Energy intensity level of primary energy (MJ/2011 USD PPP)","6.1_PRIMARY.ENERGY.INTENSITY","4.66658475728304","4.6680588935372","4.60150737209559","4.48538969073223","4.59263752018192","4.64533504900821","4.91637252444985","5.14979401047889","5.22762589811727","5.33697749134499","5.23110805252751","5.20404374235306","5.42141503579522","5.47901367956858","5.5703891853125","5.49696168267545","5.3399815219906","5.27934504523349","5.33117573412338","5.3509451466981","5.44586715381827","5.39445643905962","5.39380430327444","5.6480727750378","5.55649446817718","5.41195825241376","",
"Thailand","THA","Renewable electricity output (GWh)","4.1.2_REN.ELECTRICITY.OUTPUT","4976","4587","4239","3703","4515","7001","8202","7545","5498","4402","6537","6797","8159","8452","7322","7330","9597","9913","9727","10235","8949","12554","14000","14107","14692","15178","",
"Thailand","THA","Renewable electricity share of total electricity output (%)","4.1_SHARE.RE.IN.ELECTRICITY","11.2640347700109","9.1401813290824","7.42407790115241","5.84004920592364","6.34334124787502","8.74217998826218","9.12936043275973","8.09323579259005","6.10536134677742","4.88899254767379","6.81100680371339","6.63639914079281","7.48442846266042","7.22498140755494","5.823729191025","5.54475517598735","6.91715558374537","6.91389194995048","6.59788639724336","6.89717913123172","5.60988453003348","8.04790019937048","8.39087073264288","8.27793001871879","8.51453474894525","8.53847884788479","",
"Thailand","THA","Renewable energy consumption (TJ)","3.1_RE.CONSUMPTION","400604.3","416532.6","434774.2","385078.3","375923.7","405060.5","408627.1","415597.2","381386.2","396255.9","413744.8","385146.4","415535.7","446415.3","475867.6","490508","506831.3","539247","578233.1","594764.4","633842.9","636171.6","706102.5","697434","742358.3","722010.9","",
"Thailand","THA","Renewable energy share of TFEC (%)","2.1_SHARE.TOTAL.RE.IN.TFEC","33.6391309206457","33.0156316666272","31.8237752212936","26.4259104453587","23.8678203855792","22.6994112967089","21.163470513652","21.2488426585645","21.6509736286753","21.3124423381258","21.9881377099018","20.0356045496194","20.0669279445308","20.344395594341","20.0246682208454","20.2523959369368","20.6869383400757","21.6112418884915","22.4910860365286","22.6573672231386","22.654877636674","22.7555240431084","23.2898203537994","22.9436074588218","24.0957260406663","22.8630701280756","",
"Thailand","THA","Total electricity output (GWh)","4.1.1_TOTAL.ELECTRICITY.OUTPUT","44176","50185","57098","63407","71177","80083","89842","93226","90052","90039","95977","102420","109013","116983","125727","132197","138742","143378","147426","148394","159522","155991","166848","170417","172552","177760","",
"Thailand","THA","Total final energy consumption (TFEC) (TJ)","1.1_TOTAL.FINAL.ENERGY.CONSUM","1190887.781688","1261622.386044","1366193.03328","1457199.746424","1575023.164776","1784453.767128","1930813.283844","1955858.051556","1761519.858372","1859270.250276","1881672.770376","1922309.851176","2070748.951452","2194291.287396","2376406.913472","2421975.165444","2450006.335728","2495215.234656","2570943.435372","2625037.56126","2797820.893872","2795679.848088","3031807.413168","3039774.809832","3080871.266328","3157978.766436","",
"Timor-Leste","TLS","Access to Clean Fuels and Technologies for cooking (% of total population)","2.1_ACCESS.CFT.TOT","","","","","","","","","","","2.27000000000001","2.41","2.54","2.69","2.96","3.12","3.37","3.56","3.89","4.09000000000001","4.54","4.77","5.21","5.67","5.98","6.53","6.92",
"Timor-Leste","TLS","Access to electricity (% of rural population with access)","1.2_ACCESS.ELECTRICITY.RURAL","","","","","","","","","","0.087292743487674","2.94087859471347","10.1381280052184","8.62470650838345","3.2","14.3251111154766","17.0089870672546","19.7173719730162","20.3","25.2559501034592","28.0942181364298","24","33.8990010714204","36.8709186072853","39.8917028731494","42.9578595547594","56.02560385732","49.2153775073931",
"Timor-Leste","TLS","Access to electricity (% of total population)","1.1_ACCESS.ELECTRICITY.TOT","0.00999999977648258","0.0874509811401367","0.465930610895157","1.5241414308548","3.11989235877991","5.91277885437012","8.6934289932251","11.4587831497192","14.2057828903198","16.9313697814941","19.6340026855469","25.6","24.990104675293","27.7","30.3210697174072","32.9922828674316","35.6754035949707","36.6","41.1001014709473","43.8447380065918","38","49.3850784301758","52.1747741699219","54.9734840393066","57.7781982421875","67.2815339423354","63.3941383361816",
"Timor-Leste","TLS","Access to electricity (% of urban population with access)","1.3_ACCESS.ELECTRICITY.URBAN","59.4336051940918","60.6768646240234","61.9199523925781","63.1620101928711","64.4020080566406","65.6389083862305","66.871696472168","68.0993194580078","69.3207702636719","70.5349960327148","71.7416229248047","72.9428176879883","74.1414031982422","73.6","76.5419998168945","77.749641418457","78.965934753418","82.3","81.4349746704102","82.6887512207031","83.4","85.2266616821289","86.5072250366211","87.7931365966797","89.0826263427734","90.373893737793","91.6654663085938",
"Timor-Leste","TLS","Energy intensity level of primary energy (MJ/2011 USD PPP)","6.1_PRIMARY.ENERGY.INTENSITY","","","","","","","","","","","","","2.9130658812501","2.93759316522317","3.03361939665883","2.81705944087622","2.97855416184754","2.69604474051975","2.48871957645587","2.36412571722983","2.20345994760728","2.05060485270211","2.18588029904054","2.98646710606146","3.00013102625653","","",
"Timor-Leste","TLS","Renewable electricity output (GWh)","4.1.2_REN.ELECTRICITY.OUTPUT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Timor-Leste","TLS","Renewable electricity share of total electricity output (%)","4.1_SHARE.RE.IN.ELECTRICITY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Timor-Leste","TLS","Renewable energy consumption (TJ)","3.1_RE.CONSUMPTION","0","0","0","0","0","0","0","0","0","0","0","0","1516.41","1459.773","1405.877","1353.807","1298.997","1245.101","1193.945","1144.616","1097.114","1052.352","1008.504","966.483","925.3755","886.095","",
"Timor-Leste","TLS","Renewable energy share of TFEC (%)","2.1_SHARE.TOTAL.RE.IN.TFEC","","","","","","","","","","","","","48.2527429167833","47.8469302568436","44.0371918164472","43.6063888279579","41.9031695837125","41.8785918700571","39.5877642973868","36.7821913183866","34.6892292914252","32.7110775129992","25.5129899435959","21.5416275593252","18.4224883739056","18.2236892844473","",
"Timor-Leste","TLS","Total electricity output (GWh)","4.1.1_TOTAL.ELECTRICITY.OUTPUT","0","0","0","0","0","0","0","0","0","0","0","0","62.9","65","67","69","72","91.8","110.514","131.701","136.61","140.1","126","295","349","350.3","",
"Timor-Leste","TLS","Total final energy consumption (TFEC) (TJ)","1.1_TOTAL.FINAL.ENERGY.CONSUM","0","0","0","0","0","0","0","0","0","0","0","0","3142.64","3050.923","3192.4765","3104.607","3099.997","2973.1205","3015.9445","3111.8755","3162.6935","3217.112","3952.904","4486.583","5023.0755","4862.325","",
"Togo","TGO","Access to Clean Fuels and Technologies for cooking (% of total population)","2.1_ACCESS.CFT.TOT","","","","","","","","","","","0.339999999999996","0.480000000000003","0.660000000000005","0.900000000000001","1.21","1.59","2.02","2.44","2.98","3.46","4.02","4.52","4.88","5.37","5.78","6.24","6.71",
"Togo","TGO","Access to electricity (% of rural population with access)","1.2_ACCESS.ELECTRICITY.RURAL","","","","","","","","0.990614853131758","2.4","3.38896014945139","3.04017372421281","5.58814895724799","6.62343672772749","7.62500762597759","8.59973458390368","9.55531325652669","6.1","11.4353920870062","12.3716272689976","13.3078981318275","5.9545573256725","10.2","16.0548226285373","16.9342424815652","16.3","18.6085541487546","19.3940557556804",
"Togo","TGO","Access to electricity (% of total population)","1.1_ACCESS.ELECTRICITY.TOT","0.00999999977648258","0.942452967166901","2.84530162811279","4.74509143829346","6.63876247406006","8.52325630187988","10.3955144882202","12.2524766921997","15.3","15.9082775115967","16.9562348801407","19.4783496856689","21.2418346405029","22.9990367889404","24.7560157775879","26.5188388824463","27.9","30.0862636566162","31.9014797210693","33.7377243041992","30.7917436845348","39.7","39.3425827026367","41.2328987121582","45.7","45.0285453796387","46.9283752441406",
"Togo","TGO","Access to electricity (% of urban population with access)","1.3_ACCESS.ELECTRICITY.URBAN","17.9625263214111","20.6383953094482","23.3140926361084","25.9887580871582","28.6613616943359","31.3308753967285","33.996265411377","36.6565017700195","41.2","41.9573936462402","38.5089686098655","47.2304344177246","49.8616256713867","52.4930229187012","55.1274375915527","57.7676887512207","64.9","63.0769577026367","65.750846862793","68.4372329711914","66.5039429215171","77.9","76.5535202026367","79.2720489501953","83.2","84.7180252075195","87.4421997070313",
"Togo","TGO","Energy intensity level of primary energy (MJ/2011 USD PPP)","6.1_PRIMARY.ENERGY.INTENSITY","10.3443455358044","10.6695388119066","11.2477349737564","13.3101985818865","13.0911092120002","12.7763878800546","13.1625403174012","11.3419429320298","12.4088866873314","13.8436041481724","13.9232321108267","14.1200282396195","14.7577804697751","14.8491307165097","14.6942273853092","14.8019433128626","14.1957192223369","14.4067644315006","14.6932330653968","17.2649519397719","16.5995003770479","15.9177506367142","15.1363620934729","14.9496111345028","14.6204982852165","14.3393266663001","",
"Togo","TGO","Renewable electricity output (GWh)","4.1.2_REN.ELECTRICITY.OUTPUT","95","193","128","230","148","255","190","93","172","103","100","50","87","124","83","76","94","102","93","114","97","111","94","76","125","61","",
"Togo","TGO","Renewable electricity share of total electricity output (%)","4.1_SHARE.RE.IN.ELECTRICITY","60.126582278481","68.1978798586572","76.6467065868264","79.5847750865052","59.919028340081","82.5242718446602","79.8319327731092","64.5833333333333","57.1428571428571","48.1308411214953","57.1428571428571","40.650406504065","57.2368421052632","70.4545454545455","44.6236559139785","40.2116402116402","42.5339366515837","52.0408163265306","75.609756097561","75","54.1899441340782","86.71875","84.6846846846847","81.7204301075269","86.2068965517241","75.3086419753086","",
"Togo","TGO","Renewable energy consumption (TJ)","3.1_RE.CONSUMPTION","27894.39","28852.34","30057.49","30736.51","31492.3","33147.17","34343.61","34983.55","35932.85","40240.08","41278.9","42044.17","43384.96","44760.13","45392.3","46705.6","47640.59","49328.4","50738.39","54862.59","55930.08","58707.12","60547.96","62153.49","64325.15","65965.75","",
"Togo","TGO","Renewable energy share of TFEC (%)","2.1_SHARE.TOTAL.RE.IN.TFEC","78.7014170523745","82.087218266733","85.7909660859163","91.4985971035933","81.5521394202525","81.5209030274209","73.0945421126572","79.5610582044828","77.7486921114639","73.1171075949715","77.112078462034","82.0598102196351","78.6685196042557","74.793237774312","76.1420829580759","77.2243322108973","79.659536905099","79.9393557376466","76.521934003157","63.3977105859083","65.8254206325466","69.1568611838379","72.7374188531909","72.3995414041368","72.1615065976613","71.2646671412409","",
"Togo","TGO","Total electricity output (GWh)","4.1.1_TOTAL.ELECTRICITY.OUTPUT","158","283","167","289","247","309","238","144","301","214","175","123","152","176","186","189","221","196","123","152","179","128","111","93","145","81","",
"Togo","TGO","Total final energy consumption (TFEC) (TJ)","1.1_TOTAL.FINAL.ENERGY.CONSUM","35443.313532","35148.39534","35035.728552","33592.329252","38616.154308","40660.94556","46985.190696","43970.694696","46216.661688","55035.109188","53531.043156","51236.006868","55149.073884","59845.156236","59615.259048","60480.4194","59805.256032","61707.277404","66305.681712","86537.17854","84967.296012","84889.798344","83241.831996","85847.905656","89140.53078","92564.453952","",
"Tonga","TON","Access to Clean Fuels and Technologies for cooking (% of total population)","2.1_ACCESS.CFT.TOT","","","","","","","","","","","47.98","49.23","50.42","51.39","52.28","53.01","53.93","54.66","55.33","56.01","56.39","56.95","57.46","57.91","58.31","58.85","59.17",
"Tonga","TON","Access to electricity (% of rural population with access)","1.2_ACCESS.ELECTRICITY.RURAL","72.4422977035019","73.4383585952477","74.4343105377867","75.4275656279242","75.1425220946737","77.3904934101624","78.352644824639","79.2980868803359","80.2225606167965","81.1217551287023","81.9940949782631","82.8447509356459","83.6808184699747","84.5091786090054","85.336786465238","86.1710458161389","90.7","87.8850161645378","88.7761759152657","89.6922325422056","90.6296074448148","90.6023747465972","91.3","93.5361689867635","94.5248225165443","95.5181490884722","96.56",
"Tonga","TON","Access to electricity (% of total population)","1.1_ACCESS.ELECTRICITY.TOT","77.7997665405273","78.5985794067383","79.3968734741211","80.1921157836914","80","81.7611770629883","82.5288848876953","83.2812957763672","84.0153503417969","84.7279968261719","85.4176864624023","86.0889663696289","86.7479019165039","87.4005508422852","88.052978515625","88.7112503051758","92.3","90.0695724487305","90.7802352905273","91.5119323730469","92.2616500854492","92.175456108246","92.8","94.5889053344727","95.3806762695313","96.1754531860352","97.02",
"Tonga","TON","Access to electricity (% of urban population with access)","1.3_ACCESS.ELECTRICITY.URBAN","96.038818359375","96.134521484375","96.2300567626953","96.3245544433594","96.4169921875","96.5063400268555","96.5915679931641","96.6716384887695","96.7455291748047","96.8122024536133","96.8712692260742","96.9249114990234","96.9759368896484","97.0271682739258","97.081413269043","97.1415023803711","97.71","97.2904434204102","97.384162902832","97.4903869628906","97.6073150634765","97.3229092632078","97.7","98.0045394897461","98.1464691162109","98.2901840209961","98.63",
"Tonga","TON","Energy intensity level of primary energy (MJ/2011 USD PPP)","6.1_PRIMARY.ENERGY.INTENSITY","3.26285053448799","3.79919220680803","2.98374949725541","3.21717312925982","3.26663787120407","3.38257842618699","2.7892292693755","3.41336492251573","3.15465602039548","3.62546238124126","3.24552421193047","2.88922153431824","2.95509991433795","3.5633100831884","3.3512120469359","3.29242976598635","3.81164002813699","3.56503225487706","3.695193257621","3.95311375073523","3.24005422380327","2.92398592992389","2.93603281393576","3.14289898671296","3.07182544080487","3.02857412826612","",
"Tonga","TON","Renewable electricity output (GWh)","4.1.2_REN.ELECTRICITY.OUTPUT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.05","2.498","3.273","",
"Tonga","TON","Renewable electricity share of total electricity output (%)","4.1_SHARE.RE.IN.ELECTRICITY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.84521598859565","4.57836183354411","5.90740907860301","",
"Tonga","TON","Renewable energy consumption (TJ)","3.1_RE.CONSUMPTION","14.28006","14.21821","14.21821","13.975","13.98623","13.89907","14.0009","14.27553","14.07247","14.02185","29.46628","29.36789","29.27864","29.18938","29.10926","29.02001","29.30093","29.21871","28.66357","28.66357","13.20657","13.28099","13.51204","19.86948","21.25148","23.7621","",
"Tonga","TON","Renewable energy share of TFEC (%)","2.1_SHARE.TOTAL.RE.IN.TFEC","1.48660799808816","1.24642614410442","1.56870027334678","1.42573671565352","1.22682651978487","1.16194202663287","1.46218169939384","1.26376016632963","1.23541610564558","1.03187890486717","2.4767297539479","2.6995079473865","2.47738889459776","2.01277837319618","2.14845252942469","2.17045401974584","1.86699476730791","2.17068324811044","1.98854437235478","1.81749318669195","1.0078707100095","1.13501745260503","1.14695786061368","1.57564945527512","1.69762930874545","1.87975158224647","",
"Tonga","TON","Total electricity output (GWh)","4.1.1_TOTAL.ELECTRICITY.OUTPUT","24","25","26.6","27.3","29","31.2","29.7","29.9","29.6","33.8","43.2","39","40.2","44.8","47.3","48","49","51","53","54.66","51.85","53.16","52.39","53.313","54.561","55.405","",
"Tonga","TON","Total final energy consumption (TFEC) (TJ)","1.1_TOTAL.FINAL.ENERGY.CONSUM","960.58006","1140.71821","906.36881","980.195","1140.03323","1196.19307","957.534895","1129.60753","1139.087465","1358.865845","1189.72528","1087.89789","1181.834635","1450.20338","1354.89426","1337.047905","1569.416825","1346.06051","1441.43477","1577.09367","1310.343665","1170.113285","1178.076411","1261.034295","1251.83277","1264.108525","",
"Trinidad and Tobago","TTO","Access to Clean Fuels and Technologies for cooking (% of total population)","2.1_ACCESS.CFT.TOT","","","","","","","","","","","98.73","98.81","98.89","98.94","99","99.04","99.06","99.15","99.17","99.17","99.21","99.22","99.23","99.25","99.26","99.27","99.26",
"Trinidad and Tobago","TTO","Access to electricity (% of rural population with access)","1.2_ACCESS.ELECTRICITY.RURAL","81.1730266217172","82.1306832996005","83.0909317268912","84.0512500212932","85.0086378360663","85.9597783280366","86.9015321641838","87.830702270985","88.7440862313454","89.6383575320954","96.2","91.4156588168792","92.2966984015567","93.1671425340639","94.0336368765622","94.903231932399","95.783321967947","96.6813422769138","97.6023706646266","98","99.2281896487933","99.7102500689677","99.9308540184398","99.9922648538869","100","100","100",
"Trinidad and Tobago","TTO","Access to electricity (% of total population)","1.1_ACCESS.ELECTRICITY.TOT","82.7004547119141","83.6185302734375","84.5360870361328","85.4505920410156","86.3589782714844","87.2581787109375","88.145149230957","89.0168228149414","89.8701477050781","90.7020492553711","91.29","92.3015518188477","93.0797500610352","93.8516616821289","94.6233520507812","95.4008865356445","96.1903305053711","96.9977340698242","97.8276672363281","99","99.2983627319336","99.7361450195313","99.9369354248047","99.9929351806641","100","100","100",
"Trinidad and Tobago","TTO","Access to electricity (% of urban population with access)","1.3_ACCESS.ELECTRICITY.URBAN","99.0711669921875","99.1502838134766","99.2288970947266","99.3063201904297","99.3816528320313","99.4538803100586","99.5219802856445","99.5849456787109","99.641845703125","99.6921691894531","100","99.7755126953125","99.8123016357422","99.8493041992187","99.8886184692383","99.9290466308594","99.9642028808594","99.9870834350586","99.9971084594727","100","100","100","100","100","100","100","100",
"Trinidad and Tobago","TTO","Energy intensity level of primary energy (MJ/2011 USD PPP)","6.1_PRIMARY.ENERGY.INTENSITY","16.9158060326386","16.3730033089088","18.3008032553927","17.7727327037794","17.260653129232","16.2145371381302","17.9142447315122","15.6815439264978","16.8414380762065","18.2035182235933","17.9164778981597","19.2075505514261","19.3636938738775","18.9229748812067","18.4011709363575","19.8921864761948","19.6054719418211","19.9061810346878","18.6933660265625","19.7642691269761","21.1478116877487","20.8057667181701","20.0099505935496","20.0280612910557","19.1416248771407","19.0890717397346","",
"Trinidad and Tobago","TTO","Renewable electricity output (GWh)","4.1.2_REN.ELECTRICITY.OUTPUT","31","25","30","28","32","33","17","18","18","18","20","29","26","12","23","22","45","19","20","19","0","0","0","0","0","0","",
"Trinidad and Tobago","TTO","Renewable electricity share of total electricity output (%)","4.1_SHARE.RE.IN.ELECTRICITY","0.866648029074644","0.672043010752688","0.754527162977867","0.733560387739062","0.786434013271074","0.76619456698398","0.374366879541951","0.360866078588613","0.348229831688915","0.343053173241852","0.366367466568969","0.513819985825656","0.460666194188519","0.186422246388069","0.357698289269051","0.311703032020402","0.62586926286509","0.247524752475248","0.258698745311085","0.24225423944919","0","0","0","0","0","0","",
"Trinidad and Tobago","TTO","Renewable energy consumption (TJ)","3.1_RE.CONSUMPTION","744.2863","717.3812","730.4499","727.8959","729.7824","724.4676","647.6474","661.4061","650.1781","642.825","643.8591","665.3276","647.8322","597.9194","625.4389","615.4413","687.4742","592.4023","588.379","583.1304","514.5159","509.4917","504.5094","499.4852","494.5029","488.5158","",
"Trinidad and Tobago","TTO","Renewable energy share of TFEC (%)","2.1_SHARE.TOTAL.RE.IN.TFEC","1.1930237744161","1.30874232989879","1.28474543534345","1.3508532540921","1.26641938490855","1.18520970750999","1.00018572416944","0.939534800532621","0.903392053378153","0.864057059934404","0.759098479125078","0.682711082296641","0.635677592440345","0.600807138826108","0.625189962610916","0.530753107327216","0.619433147242041","0.365885963253604","0.363114191729309","0.400455155948103","0.33434964514866","0.359608806591007","0.324047642802149","0.309722805715422","0.280380127538186","0.284205763881456","",
