country,Country_code,unit,2020Q1,2019Q4,2019Q3,2019Q2,2019Q1,2020M03,2020M02,2020M01,2019M12,2019M11,2019M10,2019M09,2019M08,2019M07,2019M06,2019M05,2019M04,2019M03,2019M02,2019M01
Italy,ITA,Thousand tonnes,,,118,55,36,,,,,,,39,39,39,18,18,18,12,12,12
Italy,ITA,Thousand tonnes,,,118,55,36,,,,,,,39,39,39,18,18,18,12,12,12
Italy,ITA,Thousand tonnes,,,118,55,36,,,,,,,39,39,39,18,18,18,12,12,12
Italy,ITA,Thousand tonnes,,,102,52,30,,,,,,,34,34,34,17,17,17,10,10,10
Italy,ITA,Thousand tonnes,,,102,52,30,,,,,,,34,34,34,17,17,17,10,10,10
Italy,ITA,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Italy,ITA,Thousand tonnes,,,799,775,618,,,,,,,266,266,266,258,258,258,206,206,206
Italy,ITA,Thousand tonnes,,,187,119,157,,,,,,,62,62,62,39,39,39,52,52,52
Italy,ITA,Thousand tonnes,,,274,361,238,,,,,,,91,91,91,120,120,120,79,79,79
Italy,ITA,Thousand tonnes,,,274,410,271,,,,,,,91,91,91,136,136,136,90,90,90
Italy,ITA,Thousand tonnes,,,274,361,238,,,,,,,91,91,91,120,120,120,79,79,79
Italy,ITA,Thousand tonnes,,,274,361,238,,,,,,,91,91,91,120,120,120,79,79,79
Italy,ITA,Thousand tonnes,,,314,377,249,,,,,,,104,104,104,125,125,125,83,83,83
Italy,ITA,Thousand tonnes,,,339,294,223,,,,,,,113,113,113,98,98,98,74,74,74
Italy,ITA,Thousand tonnes,,,339,246,189,,,,,,,113,113,113,82,82,82,63,63,63
Italy,ITA,Thousand tonnes,,,339,294,223,,,,,,,113,113,113,98,98,98,74,74,74
Italy,ITA,Thousand tonnes,,,339,294,223,,,,,,,113,113,113,98,98,98,74,74,74
Italy,ITA,Thousand tonnes,,,299,279,212,,,,,,,99,99,99,93,93,93,70,70,70
Italy,ITA,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Italy,ITA,Thousand tonnes,,,3056,3592,1690,,,,,,,1018,1018,1018,1197,1197,1197,563,563,563
Italy,ITA,Thousand tonnes,,,2985,3500,1668,,,,,,,995,995,995,1166,1166,1166,556,556,556
Italy,ITA,Thousand tonnes,,,71,88,22,,,,,,,23,23,23,29,29,29,7,7,7
Italy,ITA,Thousand tonnes,,,71,88,22,,,,,,,23,23,23,29,29,29,7,7,7
Italy,ITA,Thousand tonnes,,,71,88,22,,,,,,,23,23,23,29,29,29,7,7,7
Italy,ITA,Thousand tonnes,,,71,88,22,,,,,,,23,23,23,29,29,29,7,7,7
Italy,ITA,Thousand tonnes,,,71,88,22,,,,,,,23,23,23,29,29,29,7,7,7
Italy,ITA,Thousand tonnes,,,,4,0,,,,,,,,,,1,1,1,0,0,0
Italy,ITA,Thousand tonnes,,,,4,0,,,,,,,,,,1,1,1,0,0,0
Italy,ITA,Thousand tonnes,,,,4,0,,,,,,,,,,1,1,1,0,0,0
Italy,ITA,Thousand tonnes,,,,4,0,,,,,,,,,,1,1,1,0,0,0
Italy,ITA,Thousand tonnes,,,,4,0,,,,,,,,,,1,1,1,0,0,0
Italy,ITA,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Italy,ITA,Thousand tonnes,,,1576,1587,604,,,,,,,525,525,525,529,529,529,201,201,201
Italy,ITA,Thousand tonnes,,,1529,1534,593,,,,,,,509,509,509,511,511,511,197,197,197
Italy,ITA,Thousand tonnes,,,48,52,11,,,,,,,16,16,16,17,17,17,3,3,3
Italy,ITA,Thousand tonnes,,,48,52,11,,,,,,,16,16,16,17,17,17,3,3,3
Italy,ITA,Thousand tonnes,,,48,52,11,,,,,,,16,16,16,17,17,17,3,3,3
Italy,ITA,Thousand tonnes,,,48,52,11,,,,,,,16,16,16,17,17,17,3,3,3
Italy,ITA,Thousand tonnes,,,48,52,11,,,,,,,16,16,16,17,17,17,3,3,3
Italy,ITA,Thousand tonnes,,,,1,0,,,,,,,,,,0,0,0,0,0,0
Italy,ITA,Thousand tonnes,,,,1,0,,,,,,,,,,0,0,0,0,0,0
Italy,ITA,Thousand tonnes,,,,1,0,,,,,,,,,,0,0,0,0,0,0
Italy,ITA,Thousand tonnes,,,,1,0,,,,,,,,,,0,0,0,0,0,0
Italy,ITA,Thousand tonnes,,,,1,0,,,,,,,,,,0,0,0,0,0,0
Italy,ITA,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Italy,ITA,Thousand tonnes,,,1479,2004,1086,,,,,,,493,493,493,668,668,668,362,362,362
Italy,ITA,Thousand tonnes,,,1456,1965,1075,,,,,,,485,485,485,655,655,655,358,358,358
Italy,ITA,Thousand tonnes,,,23,36,11,,,,,,,7,7,7,12,12,12,3,3,3
Italy,ITA,Thousand tonnes,,,23,36,11,,,,,,,7,7,7,12,12,12,3,3,3
Italy,ITA,Thousand tonnes,,,23,36,11,,,,,,,7,7,7,12,12,12,3,3,3
Italy,ITA,Thousand tonnes,,,23,36,11,,,,,,,7,7,7,12,12,12,3,3,3
Italy,ITA,Thousand tonnes,,,23,36,11,,,,,,,7,7,7,12,12,12,3,3,3
Italy,ITA,Thousand tonnes,,,,3,,,,,,,,,,,1,1,1,,,
Italy,ITA,Thousand tonnes,,,,3,,,,,,,,,,,1,1,1,,,
Italy,ITA,Thousand tonnes,,,,3,,,,,,,,,,,1,1,1,,,
Italy,ITA,Thousand tonnes,,,,3,,,,,,,,,,,1,1,1,,,
Italy,ITA,Thousand tonnes,,,,3,,,,,,,,,,,1,1,1,,,
Italy,ITA,Thousand tonnes,,,81,108,,,,,,,,27,27,27,36,36,36,,,
Italy,ITA,Thousand tonnes,,,81,108,,,,,,,,27,27,27,36,36,36,,,
Italy,ITA,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Italy,ITA,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Italy,ITA,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Italy,ITA,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Italy,ITA,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Italy,ITA,Thousand tonnes,,,76,98,,,,,,,,25,25,25,32,32,32,,,
Italy,ITA,Thousand tonnes,,,76,98,,,,,,,,25,25,25,32,32,32,,,
Italy,ITA,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Italy,ITA,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Italy,ITA,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Italy,ITA,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Italy,ITA,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Italy,ITA,Thousand tonnes,,,4,10,,,,,,,,1,1,1,3,3,3,,,
Italy,ITA,Thousand tonnes,,,4,10,,,,,,,,1,1,1,3,3,3,,,
Italy,ITA,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Italy,ITA,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Italy,ITA,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Italy,ITA,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Italy,ITA,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Italy,ITA,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Italy,ITA,Thousand tonnes,,,388,350,296,,,,,,,129,129,129,116,116,116,98,98,98
Italy,ITA,Thousand tonnes,,,238,163,165,,,,,,,79,79,79,54,54,54,55,55,55
Italy,ITA,Thousand tonnes,,,71,89,91,,,,,,,23,23,23,29,29,29,30,30,30
Italy,ITA,Thousand tonnes,,,78,89,91,,,,,,,26,26,26,29,29,29,30,30,30
Italy,ITA,Thousand tonnes,,,77,89,94,,,,,,,25,25,25,29,29,29,31,31,31
Italy,ITA,Thousand tonnes,,,100,126,106,,,,,,,33,33,33,42,42,42,35,35,35
Italy,ITA,Thousand tonnes,,,108,146,114,,,,,,,36,36,36,48,48,48,38,38,38
Italy,ITA,Thousand tonnes,,,79,98,40,,,,,,,26,26,26,32,32,32,13,13,13
Italy,ITA,Thousand tonnes,,,73,98,40,,,,,,,24,24,24,32,32,32,13,13,13
Italy,ITA,Thousand tonnes,,,73,98,37,,,,,,,24,24,24,32,32,32,12,12,12
Italy,ITA,Thousand tonnes,,,50,62,25,,,,,,,16,16,16,20,20,20,8,8,8
Italy,ITA,Thousand tonnes,,,42,41,17,,,,,,,14,14,14,13,13,13,5,5,5
Italy,ITA,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Italy,ITA,Thousand tonnes,,,17,30,21,,,,,,,5,5,5,10,10,10,7,7,7
Italy,ITA,Thousand tonnes,,,,3,2,,,,,,,,,,1,1,1,0,0,0
Italy,ITA,Thousand tonnes,,,2,6,5,,,,,,,0,0,0,2,2,2,1,1,1
Italy,ITA,Thousand tonnes,,,2,6,5,,,,,,,0,0,0,2,2,2,1,1,1
Italy,ITA,Thousand tonnes,,,2,6,5,,,,,,,0,0,0,2,2,2,1,1,1
Italy,ITA,Thousand tonnes,,,11,19,8,,,,,,,3,3,3,6,6,6,2,2,2
Italy,ITA,Thousand tonnes,,,16,24,15,,,,,,,5,5,5,8,8,8,5,5,5
Italy,ITA,Thousand tonnes,,,15,21,14,,,,,,,5,5,5,7,7,7,4,4,4
Italy,ITA,Thousand tonnes,,,15,21,14,,,,,,,5,5,5,7,7,7,4,4,4
Italy,ITA,Thousand tonnes,,,15,21,14,,,,,,,5,5,5,7,7,7,4,4,4
Italy,ITA,Thousand tonnes,,,7,8,11,,,,,,,2,2,2,2,2,2,3,3,3
Italy,ITA,Thousand tonnes,,,1,3,4,,,,,,,0,0,0,1,1,1,1,1,1
Italy,ITA,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Italy,ITA,Thousand tonnes,,,371,320,275,,,,,,,123,123,123,106,106,106,91,91,91
Italy,ITA,Thousand tonnes,,,238,160,163,,,,,,,79,79,79,53,53,53,54,54,54
Italy,ITA,Thousand tonnes,,,69,83,86,,,,,,,23,23,23,27,27,27,28,28,28
Italy,ITA,Thousand tonnes,,,75,83,86,,,,,,,25,25,25,27,27,27,28,28,28
Italy,ITA,Thousand tonnes,,,75,83,89,,,,,,,25,25,25,27,27,27,29,29,29
Italy,ITA,Thousand tonnes,,,90,107,99,,,,,,,30,30,30,35,35,35,33,33,33
Italy,ITA,Thousand tonnes,,,92,122,99,,,,,,,30,30,30,40,40,40,33,33,33
Italy,ITA,Thousand tonnes,,,64,77,26,,,,,,,21,21,21,25,25,25,8,8,8
Italy,ITA,Thousand tonnes,,,58,77,26,,,,,,,19,19,19,25,25,25,8,8,8
Italy,ITA,Thousand tonnes,,,58,77,23,,,,,,,19,19,19,25,25,25,7,7,7
Italy,ITA,Thousand tonnes,,,44,53,14,,,,,,,14,14,14,17,17,17,4,4,4
Italy,ITA,Thousand tonnes,,,41,38,14,,,,,,,13,13,13,12,12,12,4,4,4
Italy,ITA,Thousand tonnes,,,12,,,,,,,,,4,4,4,,,,,,
Italy,ITA,Thousand tonnes,,,437,508,343,,,,,,,145,145,145,169,169,169,114,114,114
Italy,ITA,Thousand tonnes,,,133,152,99,,,,,,,44,44,44,50,50,50,33,33,33
Italy,ITA,Thousand tonnes,,,147,174,128,,,,,,,49,49,49,58,58,58,42,42,42
Italy,ITA,Thousand tonnes,,,149,177,128,,,,,,,49,49,49,59,59,59,42,42,42
Italy,ITA,Thousand tonnes,,,147,174,128,,,,,,,49,49,49,58,58,58,42,42,42
Italy,ITA,Thousand tonnes,,,154,174,128,,,,,,,51,51,51,58,58,58,42,42,42
Italy,ITA,Thousand tonnes,,,158,174,131,,,,,,,52,52,52,58,58,58,43,43,43
Italy,ITA,Thousand tonnes,,,145,183,115,,,,,,,48,48,48,61,61,61,38,38,38
Italy,ITA,Thousand tonnes,,,143,180,115,,,,,,,47,47,47,60,60,60,38,38,38
Italy,ITA,Thousand tonnes,,,145,183,115,,,,,,,48,48,48,61,61,61,38,38,38
Italy,ITA,Thousand tonnes,,,138,183,115,,,,,,,46,46,46,61,61,61,38,38,38
Italy,ITA,Thousand tonnes,,,134,183,112,,,,,,,44,44,44,61,61,61,37,37,37
Italy,ITA,Thousand tonnes,,,6,,,,,,,,,2,2,2,,,,,,
Italy,ITA,Thousand tonnes,,,147,138,68,,,,,,,49,49,49,46,46,46,22,22,22
Italy,ITA,Thousand tonnes,,,53,50,12,,,,,,,17,17,17,16,16,16,4,4,4
Italy,ITA,Thousand tonnes,,,8,5,3,,,,,,,2,2,2,1,1,1,1,1,1
Italy,ITA,Thousand tonnes,,,10,5,3,,,,,,,3,3,3,1,1,1,1,1,1
Italy,ITA,Thousand tonnes,,,8,5,3,,,,,,,2,2,2,1,1,1,1,1,1
Italy,ITA,Thousand tonnes,,,8,5,3,,,,,,,2,2,2,1,1,1,1,1,1
Italy,ITA,Thousand tonnes,,,11,5,6,,,,,,,3,3,3,1,1,1,2,2,2
Italy,ITA,Thousand tonnes,,,81,82,53,,,,,,,27,27,27,27,27,27,17,17,17
Italy,ITA,Thousand tonnes,,,79,82,53,,,,,,,26,26,26,27,27,27,17,17,17
Italy,ITA,Thousand tonnes,,,81,82,53,,,,,,,27,27,27,27,27,27,17,17,17
Italy,ITA,Thousand tonnes,,,81,82,53,,,,,,,27,27,27,27,27,27,17,17,17
Italy,ITA,Thousand tonnes,,,77,82,50,,,,,,,25,25,25,27,27,27,16,16,16
Italy,ITA,Thousand tonnes,,,6,,,,,,,,,2,2,2,,,,,,
Italy,ITA,Thousand tonnes,,,290,371,275,,,,,,,96,96,96,123,123,123,91,91,91
Italy,ITA,Thousand tonnes,,,80,102,87,,,,,,,26,26,26,34,34,34,29,29,29
Italy,ITA,Thousand tonnes,,,139,168,126,,,,,,,46,46,46,56,56,56,42,42,42
Italy,ITA,Thousand tonnes,,,139,172,126,,,,,,,46,46,46,57,57,57,42,42,42
Italy,ITA,Thousand tonnes,,,139,168,126,,,,,,,46,46,46,56,56,56,42,42,42
Italy,ITA,Thousand tonnes,,,147,168,126,,,,,,,49,49,49,56,56,56,42,42,42
Italy,ITA,Thousand tonnes,,,147,168,126,,,,,,,49,49,49,56,56,56,42,42,42
Italy,ITA,Thousand tonnes,,,65,101,62,,,,,,,21,21,21,33,33,33,20,20,20
Italy,ITA,Thousand tonnes,,,65,97,62,,,,,,,21,21,21,32,32,32,20,20,20
Italy,ITA,Thousand tonnes,,,65,101,62,,,,,,,21,21,21,33,33,33,20,20,20
Italy,ITA,Thousand tonnes,,,57,101,62,,,,,,,19,19,19,33,33,33,20,20,20
Italy,ITA,Thousand tonnes,,,57,101,62,,,,,,,19,19,19,33,33,33,20,20,20
Italy,ITA,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Italy,ITA,Thousand tonnes,,,1241,3198,1268,,,,,,,413,413,413,1066,1066,1066,422,422,422
Italy,ITA,Thousand tonnes,,,1231,3163,1256,,,,,,,410,410,410,1054,1054,1054,418,418,418
Italy,ITA,Thousand tonnes,,,8,28,11,,,,,,,2,2,2,9,9,9,3,3,3
Italy,ITA,Thousand tonnes,,,8,28,11,,,,,,,2,2,2,9,9,9,3,3,3
Italy,ITA,Thousand tonnes,,,8,28,11,,,,,,,2,2,2,9,9,9,3,3,3
Italy,ITA,Thousand tonnes,,,8,28,11,,,,,,,2,2,2,9,9,9,3,3,3
Italy,ITA,Thousand tonnes,,,8,34,11,,,,,,,2,2,2,11,11,11,3,3,3
Italy,ITA,Thousand tonnes,,,2,6,1,,,,,,,0,0,0,2,2,2,0,0,0
Italy,ITA,Thousand tonnes,,,2,6,1,,,,,,,0,0,0,2,2,2,0,0,0
Italy,ITA,Thousand tonnes,,,2,6,1,,,,,,,0,0,0,2,2,2,0,0,0
Italy,ITA,Thousand tonnes,,,2,6,1,,,,,,,0,0,0,2,2,2,0,0,0
Italy,ITA,Thousand tonnes,,,2,0,1,,,,,,,0,0,0,0,0,0,0,0,0
Italy,ITA,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Italy,ITA,Thousand tonnes,,,492,1377,567,,,,,,,164,164,164,459,459,459,189,189,189
Italy,ITA,Thousand tonnes,,,485,1343,557,,,,,,,161,161,161,447,447,447,185,185,185
Italy,ITA,Thousand tonnes,,,7,28,11,,,,,,,2,2,2,9,9,9,3,3,3
Italy,ITA,Thousand tonnes,,,7,28,11,,,,,,,2,2,2,9,9,9,3,3,3
Italy,ITA,Thousand tonnes,,,7,28,11,,,,,,,2,2,2,9,9,9,3,3,3
Italy,ITA,Thousand tonnes,,,7,28,11,,,,,,,2,2,2,9,9,9,3,3,3
Italy,ITA,Thousand tonnes,,,7,34,11,,,,,,,2,2,2,11,11,11,3,3,3
Italy,ITA,Thousand tonnes,,,,6,,,,,,,,,,,2,2,2,,,
Italy,ITA,Thousand tonnes,,,,6,,,,,,,,,,,2,2,2,,,
Italy,ITA,Thousand tonnes,,,,6,,,,,,,,,,,2,2,2,,,
Italy,ITA,Thousand tonnes,,,,6,,,,,,,,,,,2,2,2,,,
Italy,ITA,Thousand tonnes,,,,0,,,,,,,,,,,0,0,0,,,
Italy,ITA,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Italy,ITA,Thousand tonnes,,,749,1821,701,,,,,,,249,249,249,607,607,607,233,233,233
Italy,ITA,Thousand tonnes,,,746,1821,699,,,,,,,248,248,248,607,607,607,233,233,233
Italy,ITA,Thousand tonnes,,,1,,,,,,,,,0,0,0,,,,,,
Italy,ITA,Thousand tonnes,,,1,,,,,,,,,0,0,0,,,,,,
Italy,ITA,Thousand tonnes,,,1,,,,,,,,,0,0,0,,,,,,
Italy,ITA,Thousand tonnes,,,1,,,,,,,,,0,0,0,,,,,,
Italy,ITA,Thousand tonnes,,,1,,,,,,,,,0,0,0,,,,,,
Italy,ITA,Thousand tonnes,,,2,,1,,,,,,,0,0,0,,,,0,0,0
Italy,ITA,Thousand tonnes,,,2,,1,,,,,,,0,0,0,,,,0,0,0
Italy,ITA,Thousand tonnes,,,2,,1,,,,,,,0,0,0,,,,0,0,0
Italy,ITA,Thousand tonnes,,,2,,1,,,,,,,0,0,0,,,,0,0,0
Italy,ITA,Thousand tonnes,,,2,,1,,,,,,,0,0,0,,,,0,0,0
Italy,ITA,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Italy,ITA,Thousand tonnes,,,4244,4586,3778,,,,,,,1414,1414,1414,1528,1528,1528,1259,1259,1259
Italy,ITA,Thousand tonnes,,,3615,3575,3002,,,,,,,1205,1205,1205,1191,1191,1191,1000,1000,1000
Italy,ITA,Thousand tonnes,,,440,608,541,,,,,,,146,146,146,202,202,202,180,180,180
Italy,ITA,Thousand tonnes,,,442,610,543,,,,,,,147,147,147,203,203,203,181,181,181
Italy,ITA,Thousand tonnes,,,440,608,541,,,,,,,146,146,146,202,202,202,180,180,180
Italy,ITA,Thousand tonnes,,,449,681,541,,,,,,,149,149,149,227,227,227,180,180,180
Italy,ITA,Thousand tonnes,,,451,701,601,,,,,,,150,150,150,233,233,233,200,200,200
Italy,ITA,Thousand tonnes,,,189,403,234,,,,,,,63,63,63,134,134,134,78,78,78
Italy,ITA,Thousand tonnes,,,187,401,233,,,,,,,62,62,62,133,133,133,77,77,77
Italy,ITA,Thousand tonnes,,,189,403,234,,,,,,,63,63,63,134,134,134,78,78,78
Italy,ITA,Thousand tonnes,,,180,330,234,,,,,,,60,60,60,110,110,110,78,78,78
Italy,ITA,Thousand tonnes,,,178,310,174,,,,,,,59,59,59,103,103,103,58,58,58
Italy,ITA,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Italy,ITA,Thousand tonnes,,,1850,1611,1601,,,,,,,616,616,616,537,537,537,533,533,533
Italy,ITA,Thousand tonnes,,,1664,1514,1477,,,,,,,554,554,554,504,504,504,492,492,492
Italy,ITA,Thousand tonnes,,,112,70,104,,,,,,,37,37,37,23,23,23,34,34,34
Italy,ITA,Thousand tonnes,,,115,72,106,,,,,,,38,38,38,24,24,24,35,35,35
Italy,ITA,Thousand tonnes,,,112,70,104,,,,,,,37,37,37,23,23,23,34,34,34
Italy,ITA,Thousand tonnes,,,121,77,104,,,,,,,40,40,40,25,25,25,34,34,34
Italy,ITA,Thousand tonnes,,,123,77,104,,,,,,,41,41,41,25,25,25,34,34,34
Italy,ITA,Thousand tonnes,,,74,27,19,,,,,,,24,24,24,9,9,9,6,6,6
Italy,ITA,Thousand tonnes,,,71,25,18,,,,,,,23,23,23,8,8,8,6,6,6
Italy,ITA,Thousand tonnes,,,74,27,19,,,,,,,24,24,24,9,9,9,6,6,6
Italy,ITA,Thousand tonnes,,,65,20,19,,,,,,,21,21,21,6,6,6,6,6,6
Italy,ITA,Thousand tonnes,,,63,20,19,,,,,,,21,21,21,6,6,6,6,6,6
Italy,ITA,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Italy,ITA,Thousand tonnes,,,2394,2975,2177,,,,,,,798,798,798,991,991,991,725,725,725
Italy,ITA,Thousand tonnes,,,1951,2061,1525,,,,,,,650,650,650,687,687,687,508,508,508
Italy,ITA,Thousand tonnes,,,328,537,437,,,,,,,109,109,109,179,179,179,145,145,145
Italy,ITA,Thousand tonnes,,,328,537,437,,,,,,,109,109,109,179,179,179,145,145,145
Italy,ITA,Thousand tonnes,,,328,537,437,,,,,,,109,109,109,179,179,179,145,145,145
Italy,ITA,Thousand tonnes,,,328,603,437,,,,,,,109,109,109,201,201,201,145,145,145
Italy,ITA,Thousand tonnes,,,328,623,497,,,,,,,109,109,109,207,207,207,165,165,165
Italy,ITA,Thousand tonnes,,,115,376,215,,,,,,,38,38,38,125,125,125,71,71,71
Italy,ITA,Thousand tonnes,,,115,376,215,,,,,,,38,38,38,125,125,125,71,71,71
Italy,ITA,Thousand tonnes,,,115,376,215,,,,,,,38,38,38,125,125,125,71,71,71
Italy,ITA,Thousand tonnes,,,115,310,215,,,,,,,38,38,38,103,103,103,71,71,71
Italy,ITA,Thousand tonnes,,,115,290,155,,,,,,,38,38,38,96,96,96,51,51,51
Italy,ITA,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Italy,ITA,Thousand tonnes,,,1249,1980,1339,,,,,,,416,416,416,660,660,660,446,446,446
Italy,ITA,Thousand tonnes,,,122,137,68,,,,,,,40,40,40,45,45,45,22,22,22
Italy,ITA,Thousand tonnes,,,922,1538,1047,,,,,,,307,307,307,512,512,512,349,349,349
Italy,ITA,Thousand tonnes,,,929,1538,1058,,,,,,,309,309,309,512,512,512,352,352,352
Italy,ITA,Thousand tonnes,,,934,1550,1047,,,,,,,311,311,311,516,516,516,349,349,349
Italy,ITA,Thousand tonnes,,,954,1584,1052,,,,,,,318,318,318,528,528,528,350,350,350
Italy,ITA,Thousand tonnes,,,1037,1752,1236,,,,,,,345,345,345,584,584,584,412,412,412
Italy,ITA,Thousand tonnes,,,205,305,225,,,,,,,68,68,68,101,101,101,75,75,75
Italy,ITA,Thousand tonnes,,,198,305,214,,,,,,,66,66,66,101,101,101,71,71,71
Italy,ITA,Thousand tonnes,,,192,294,225,,,,,,,64,64,64,98,98,98,75,75,75
Italy,ITA,Thousand tonnes,,,173,259,219,,,,,,,57,57,57,86,86,86,73,73,73
Italy,ITA,Thousand tonnes,,,89,91,35,,,,,,,29,29,29,30,30,30,11,11,11
Italy,ITA,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Italy,ITA,Thousand tonnes,,,292,425,142,,,,,,,97,97,97,141,141,141,47,47,47
Italy,ITA,Thousand tonnes,,,77,74,8,,,,,,,25,25,25,24,24,24,2,2,2
Italy,ITA,Thousand tonnes,,,173,184,122,,,,,,,57,57,57,61,61,61,40,40,40
Italy,ITA,Thousand tonnes,,,173,184,130,,,,,,,57,57,57,61,61,61,43,43,43
Italy,ITA,Thousand tonnes,,,183,193,122,,,,,,,61,61,61,64,64,64,40,40,40
Italy,ITA,Thousand tonnes,,,194,228,122,,,,,,,64,64,64,76,76,76,40,40,40
Italy,ITA,Thousand tonnes,,,210,321,123,,,,,,,70,70,70,107,107,107,41,41,41
Italy,ITA,Thousand tonnes,,,42,168,12,,,,,,,14,14,14,56,56,56,4,4,4
Italy,ITA,Thousand tonnes,,,42,168,5,,,,,,,14,14,14,56,56,56,1,1,1
Italy,ITA,Thousand tonnes,,,32,158,12,,,,,,,10,10,10,52,52,52,4,4,4
Italy,ITA,Thousand tonnes,,,22,123,12,,,,,,,7,7,7,41,41,41,4,4,4
Italy,ITA,Thousand tonnes,,,6,30,11,,,,,,,2,2,2,10,10,10,3,3,3
Italy,ITA,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Italy,ITA,Thousand tonnes,,,956,1555,1197,,,,,,,318,318,318,518,518,518,399,399,399
Italy,ITA,Thousand tonnes,,,46,64,60,,,,,,,15,15,15,21,21,21,20,20,20
Italy,ITA,Thousand tonnes,,,748,1354,924,,,,,,,249,249,249,451,451,451,308,308,308
Italy,ITA,Thousand tonnes,,,755,1354,928,,,,,,,251,251,251,451,451,451,309,309,309
Italy,ITA,Thousand tonnes,,,751,1356,924,,,,,,,250,250,250,452,452,452,308,308,308
Italy,ITA,Thousand tonnes,,,760,1356,930,,,,,,,253,253,253,452,452,452,310,310,310
Italy,ITA,Thousand tonnes,,,828,1431,1113,,,,,,,276,276,276,477,477,477,371,371,371
Italy,ITA,Thousand tonnes,,,163,137,212,,,,,,,54,54,54,45,45,45,70,70,70
Italy,ITA,Thousand tonnes,,,155,137,209,,,,,,,51,51,51,45,45,45,69,69,69
Italy,ITA,Thousand tonnes,,,160,135,212,,,,,,,53,53,53,45,45,45,70,70,70
Italy,ITA,Thousand tonnes,,,151,135,207,,,,,,,50,50,50,45,45,45,69,69,69
Italy,ITA,Thousand tonnes,,,83,61,24,,,,,,,27,27,27,20,20,20,8,8,8
Italy,ITA,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Italy,ITA,Thousand tonnes,,,4407,5955,1972,,,,,,,1469,1469,1469,1985,1985,1985,657,657,657
Italy,ITA,Thousand tonnes,,,2435,3508,1653,,,,,,,811,811,811,1169,1169,1169,551,551,551
Italy,ITA,Thousand tonnes,,,1843,2262,251,,,,,,,614,614,614,754,754,754,83,83,83
Italy,ITA,Thousand tonnes,,,1843,2262,251,,,,,,,614,614,614,754,754,754,83,83,83
Italy,ITA,Thousand tonnes,,,1843,2262,251,,,,,,,614,614,614,754,754,754,83,83,83
Italy,ITA,Thousand tonnes,,,1844,2262,252,,,,,,,614,614,614,754,754,754,84,84,84
Italy,ITA,Thousand tonnes,,,1900,2342,252,,,,,,,633,633,633,780,780,780,84,84,84
Italy,ITA,Thousand tonnes,,,129,184,68,,,,,,,43,43,43,61,61,61,22,22,22
Italy,ITA,Thousand tonnes,,,129,184,68,,,,,,,43,43,43,61,61,61,22,22,22
Italy,ITA,Thousand tonnes,,,129,184,68,,,,,,,43,43,43,61,61,61,22,22,22
Italy,ITA,Thousand tonnes,,,127,184,67,,,,,,,42,42,42,61,61,61,22,22,22
Italy,ITA,Thousand tonnes,,,72,104,67,,,,,,,24,24,24,34,34,34,22,22,22
Italy,ITA,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Italy,ITA,Thousand tonnes,,,2575,3301,1658,,,,,,,858,858,858,1100,1100,1100,552,552,552
Italy,ITA,Thousand tonnes,,,2282,2955,1589,,,,,,,760,760,760,985,985,985,529,529,529
Italy,ITA,Thousand tonnes,,,172,165,5,,,,,,,57,57,57,55,55,55,1,1,1
Italy,ITA,Thousand tonnes,,,172,165,5,,,,,,,57,57,57,55,55,55,1,1,1
Italy,ITA,Thousand tonnes,,,172,165,5,,,,,,,57,57,57,55,55,55,1,1,1
Italy,ITA,Thousand tonnes,,,173,165,6,,,,,,,57,57,57,55,55,55,2,2,2
