country,Country_code,unit,2020Q1,2019Q4,2019Q3,2019Q2,2019Q1,2020M03,2020M02,2020M01,2019M12,2019M11,2019M10,2019M09,2019M08,2019M07,2019M06,2019M05,2019M04,2019M03,2019M02,2019M01
Germany,DEU,Thousand tonnes,,,2,,,,,,,,,0,0,0,,,,,,
Germany,DEU,Thousand tonnes,,,2,,,,,,,,,0,0,0,,,,,,
Germany,DEU,Thousand tonnes,,,2,,,,,,,,,0,0,0,,,,,,
Germany,DEU,Thousand tonnes,,,,,0,,,,,,,,,,,,,0,0,0
Germany,DEU,Thousand tonnes,,,,,0,,,,,,,,,,,,,0,0,0
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,13,7,2,,,,,,,4,4,4,2,2,2,0,0,0
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,12,7,2,,,,,,,4,4,4,2,2,2,0,0,0
Germany,DEU,Thousand tonnes,,,12,7,2,,,,,,,4,4,4,2,2,2,0,0,0
Germany,DEU,Thousand tonnes,,,12,7,2,,,,,,,4,4,4,2,2,2,0,0,0
Germany,DEU,Thousand tonnes,,,12,7,2,,,,,,,4,4,4,2,2,2,0,0,0
Germany,DEU,Thousand tonnes,,,12,7,2,,,,,,,4,4,4,2,2,2,0,0,0
Germany,DEU,Thousand tonnes,,,2,,,,,,,,,0,0,0,,,,,,
Germany,DEU,Thousand tonnes,,,2,,,,,,,,,0,0,0,,,,,,
Germany,DEU,Thousand tonnes,,,2,,,,,,,,,0,0,0,,,,,,
Germany,DEU,Thousand tonnes,,,2,,,,,,,,,0,0,0,,,,,,
Germany,DEU,Thousand tonnes,,,2,,,,,,,,,0,0,0,,,,,,
Germany,DEU,Thousand tonnes,,,18,21,16,,,,,,,6,6,6,7,7,7,5,5,5
Germany,DEU,Thousand tonnes,,,18,21,16,,,,,,,6,6,6,7,7,7,5,5,5
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,7,7,6,,,,,,,2,2,2,2,2,2,2,2,2
Germany,DEU,Thousand tonnes,,,7,7,6,,,,,,,2,2,2,2,2,2,2,2,2
Germany,DEU,Thousand tonnes,,,12,14,10,,,,,,,4,4,4,4,4,4,3,3,3
Germany,DEU,Thousand tonnes,,,12,14,10,,,,,,,4,4,4,4,4,4,3,3,3
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,1251,1213,1212,,,,,,,417,417,417,404,404,404,404,404,404
Germany,DEU,Thousand tonnes,,,3,3,4,,,,,,,1,1,1,1,1,1,1,1,1
Germany,DEU,Thousand tonnes,,,309,278,253,,,,,,,103,103,103,92,92,92,84,84,84
Germany,DEU,Thousand tonnes,,,313,281,253,,,,,,,104,104,104,93,93,93,84,84,84
Germany,DEU,Thousand tonnes,,,309,278,253,,,,,,,103,103,103,92,92,92,84,84,84
Germany,DEU,Thousand tonnes,,,309,278,253,,,,,,,103,103,103,92,92,92,84,84,84
Germany,DEU,Thousand tonnes,,,750,688,668,,,,,,,250,250,250,229,229,229,222,222,222
Germany,DEU,Thousand tonnes,,,940,933,955,,,,,,,313,313,313,311,311,311,318,318,318
Germany,DEU,Thousand tonnes,,,936,930,955,,,,,,,312,312,312,310,310,310,318,318,318
Germany,DEU,Thousand tonnes,,,940,933,955,,,,,,,313,313,313,311,311,311,318,318,318
Germany,DEU,Thousand tonnes,,,940,933,955,,,,,,,313,313,313,311,311,311,318,318,318
Germany,DEU,Thousand tonnes,,,498,523,540,,,,,,,166,166,166,174,174,174,180,180,180
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,414,407,424,,,,,,,138,138,138,135,135,135,141,141,141
Germany,DEU,Thousand tonnes,,,1,1,2,,,,,,,0,0,0,0,0,0,0,0,0
Germany,DEU,Thousand tonnes,,,61,64,71,,,,,,,20,20,20,21,21,21,23,23,23
Germany,DEU,Thousand tonnes,,,61,64,71,,,,,,,20,20,20,21,21,21,23,23,23
Germany,DEU,Thousand tonnes,,,61,64,71,,,,,,,20,20,20,21,21,21,23,23,23
Germany,DEU,Thousand tonnes,,,61,64,71,,,,,,,20,20,20,21,21,21,23,23,23
Germany,DEU,Thousand tonnes,,,266,258,264,,,,,,,88,88,88,86,86,86,88,88,88
Germany,DEU,Thousand tonnes,,,352,343,352,,,,,,,117,117,117,114,114,114,117,117,117
Germany,DEU,Thousand tonnes,,,352,343,352,,,,,,,117,117,117,114,114,114,117,117,117
Germany,DEU,Thousand tonnes,,,352,343,352,,,,,,,117,117,117,114,114,114,117,117,117
Germany,DEU,Thousand tonnes,,,352,343,352,,,,,,,117,117,117,114,114,114,117,117,117
Germany,DEU,Thousand tonnes,,,147,148,158,,,,,,,49,49,49,49,49,49,52,52,52
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,837,806,788,,,,,,,279,279,279,268,268,268,262,262,262
Germany,DEU,Thousand tonnes,,,2,1,2,,,,,,,0,0,0,0,0,0,0,0,0
Germany,DEU,Thousand tonnes,,,248,214,182,,,,,,,82,82,82,71,71,71,60,60,60
Germany,DEU,Thousand tonnes,,,252,218,182,,,,,,,84,84,84,72,72,72,60,60,60
Germany,DEU,Thousand tonnes,,,248,214,182,,,,,,,82,82,82,71,71,71,60,60,60
Germany,DEU,Thousand tonnes,,,248,214,182,,,,,,,82,82,82,71,71,71,60,60,60
Germany,DEU,Thousand tonnes,,,484,430,403,,,,,,,161,161,161,143,143,143,134,134,134
Germany,DEU,Thousand tonnes,,,588,590,603,,,,,,,196,196,196,196,196,196,201,201,201
Germany,DEU,Thousand tonnes,,,584,587,603,,,,,,,194,194,194,195,195,195,201,201,201
Germany,DEU,Thousand tonnes,,,588,590,603,,,,,,,196,196,196,196,196,196,201,201,201
Germany,DEU,Thousand tonnes,,,588,590,603,,,,,,,196,196,196,196,196,196,201,201,201
Germany,DEU,Thousand tonnes,,,351,375,382,,,,,,,117,117,117,125,125,125,127,127,127
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,17,10,8,,,,,,,5,5,5,3,3,3,2,2,2
Germany,DEU,Thousand tonnes,,,10,10,8,,,,,,,3,3,3,3,3,3,2,2,2
Germany,DEU,Thousand tonnes,,,7,,,,,,,,,2,2,2,,,,,,
Germany,DEU,Thousand tonnes,,,7,,,,,,,,,2,2,2,,,,,,
Germany,DEU,Thousand tonnes,,,7,,,,,,,,,2,2,2,,,,,,
Germany,DEU,Thousand tonnes,,,7,,,,,,,,,2,2,2,,,,,,
Germany,DEU,Thousand tonnes,,,7,,,,,,,,,2,2,2,,,,,,
Germany,DEU,Thousand tonnes,,,2,2,2,,,,,,,0,0,0,0,0,0,0,0,0
Germany,DEU,Thousand tonnes,,,2,2,2,,,,,,,0,0,0,0,0,0,0,0,0
Germany,DEU,Thousand tonnes,,,15,8,6,,,,,,,5,5,5,2,2,2,2,2,2
Germany,DEU,Thousand tonnes,,,8,8,6,,,,,,,2,2,2,2,2,2,2,2,2
Germany,DEU,Thousand tonnes,,,7,,,,,,,,,2,2,2,,,,,,
Germany,DEU,Thousand tonnes,,,7,,,,,,,,,2,2,2,,,,,,
Germany,DEU,Thousand tonnes,,,7,,,,,,,,,2,2,2,,,,,,
Germany,DEU,Thousand tonnes,,,7,,,,,,,,,2,2,2,,,,,,
Germany,DEU,Thousand tonnes,,,7,,,,,,,,,2,2,2,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,61,69,86,,,,,,,20,20,20,23,23,23,28,28,28
Germany,DEU,Thousand tonnes,,,29,31,35,,,,,,,9,9,9,10,10,10,11,11,11
Germany,DEU,Thousand tonnes,,,2,2,3,,,,,,,0,0,0,0,0,0,1,1,1
Germany,DEU,Thousand tonnes,,,2,2,3,,,,,,,0,0,0,0,0,0,1,1,1
Germany,DEU,Thousand tonnes,,,2,2,3,,,,,,,0,0,0,0,0,0,1,1,1
Germany,DEU,Thousand tonnes,,,2,2,3,,,,,,,0,0,0,0,0,0,1,1,1
Germany,DEU,Thousand tonnes,,,24,20,41,,,,,,,8,8,8,6,6,6,13,13,13
Germany,DEU,Thousand tonnes,,,30,36,49,,,,,,,10,10,10,12,12,12,16,16,16
Germany,DEU,Thousand tonnes,,,30,36,49,,,,,,,10,10,10,12,12,12,16,16,16
Germany,DEU,Thousand tonnes,,,30,36,49,,,,,,,10,10,10,12,12,12,16,16,16
Germany,DEU,Thousand tonnes,,,30,36,49,,,,,,,10,10,10,12,12,12,16,16,16
Germany,DEU,Thousand tonnes,,,8,19,11,,,,,,,2,2,2,6,6,6,3,3,3
Germany,DEU,Thousand tonnes,,,7,1,,,,,,,,2,2,2,0,0,0,,,
Germany,DEU,Thousand tonnes,,,7,1,,,,,,,,2,2,2,0,0,0,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,55,69,86,,,,,,,18,18,18,23,23,23,28,28,28
Germany,DEU,Thousand tonnes,,,22,30,35,,,,,,,7,7,7,10,10,10,11,11,11
Germany,DEU,Thousand tonnes,,,2,2,3,,,,,,,0,0,0,0,0,0,1,1,1
Germany,DEU,Thousand tonnes,,,2,2,3,,,,,,,0,0,0,0,0,0,1,1,1
Germany,DEU,Thousand tonnes,,,2,2,3,,,,,,,0,0,0,0,0,0,1,1,1
Germany,DEU,Thousand tonnes,,,2,2,3,,,,,,,0,0,0,0,0,0,1,1,1
Germany,DEU,Thousand tonnes,,,24,20,41,,,,,,,8,8,8,6,6,6,13,13,13
Germany,DEU,Thousand tonnes,,,30,36,49,,,,,,,10,10,10,12,12,12,16,16,16
Germany,DEU,Thousand tonnes,,,30,36,49,,,,,,,10,10,10,12,12,12,16,16,16
Germany,DEU,Thousand tonnes,,,30,36,49,,,,,,,10,10,10,12,12,12,16,16,16
Germany,DEU,Thousand tonnes,,,30,36,49,,,,,,,10,10,10,12,12,12,16,16,16
Germany,DEU,Thousand tonnes,,,8,19,11,,,,,,,2,2,2,6,6,6,3,3,3
Germany,DEU,Thousand tonnes,,,9,9,6,,,,,,,3,3,3,3,3,3,2,2,2
Germany,DEU,Thousand tonnes,,,9,9,6,,,,,,,3,3,3,3,3,3,2,2,2
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,2,2,1,,,,,,,0,0,0,0,0,0,0,0,0
Germany,DEU,Thousand tonnes,,,2,2,1,,,,,,,0,0,0,0,0,0,0,0,0
Germany,DEU,Thousand tonnes,,,7,7,5,,,,,,,2,2,2,2,2,2,1,1,1
Germany,DEU,Thousand tonnes,,,7,7,5,,,,,,,2,2,2,2,2,2,1,1,1
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,23,34,22,,,,,,,7,7,7,11,11,11,7,7,7
Germany,DEU,Thousand tonnes,,,4,9,13,,,,,,,1,1,1,3,3,3,4,4,4
Germany,DEU,Thousand tonnes,,,9,15,2,,,,,,,3,3,3,5,5,5,0,0,0
Germany,DEU,Thousand tonnes,,,9,15,2,,,,,,,3,3,3,5,5,5,0,0,0
Germany,DEU,Thousand tonnes,,,9,15,2,,,,,,,3,3,3,5,5,5,0,0,0
Germany,DEU,Thousand tonnes,,,9,15,2,,,,,,,3,3,3,5,5,5,0,0,0
Germany,DEU,Thousand tonnes,,,9,15,2,,,,,,,3,3,3,5,5,5,0,0,0
Germany,DEU,Thousand tonnes,,,10,11,7,,,,,,,3,3,3,3,3,3,2,2,2
Germany,DEU,Thousand tonnes,,,10,11,7,,,,,,,3,3,3,3,3,3,2,2,2
Germany,DEU,Thousand tonnes,,,10,11,7,,,,,,,3,3,3,3,3,3,2,2,2
Germany,DEU,Thousand tonnes,,,10,11,7,,,,,,,3,3,3,3,3,3,2,2,2
Germany,DEU,Thousand tonnes,,,10,11,7,,,,,,,3,3,3,3,3,3,2,2,2
Germany,DEU,Thousand tonnes,,,18,29,22,,,,,,,6,6,6,9,9,9,7,7,7
Germany,DEU,Thousand tonnes,,,4,8,13,,,,,,,1,1,1,2,2,2,4,4,4
Germany,DEU,Thousand tonnes,,,8,13,2,,,,,,,2,2,2,4,4,4,0,0,0
Germany,DEU,Thousand tonnes,,,8,13,2,,,,,,,2,2,2,4,4,4,0,0,0
Germany,DEU,Thousand tonnes,,,8,13,2,,,,,,,2,2,2,4,4,4,0,0,0
Germany,DEU,Thousand tonnes,,,8,13,2,,,,,,,2,2,2,4,4,4,0,0,0
Germany,DEU,Thousand tonnes,,,8,13,2,,,,,,,2,2,2,4,4,4,0,0,0
Germany,DEU,Thousand tonnes,,,6,9,7,,,,,,,2,2,2,3,3,3,2,2,2
Germany,DEU,Thousand tonnes,,,6,9,7,,,,,,,2,2,2,3,3,3,2,2,2
Germany,DEU,Thousand tonnes,,,6,9,7,,,,,,,2,2,2,3,3,3,2,2,2
Germany,DEU,Thousand tonnes,,,6,9,7,,,,,,,2,2,2,3,3,3,2,2,2
Germany,DEU,Thousand tonnes,,,6,9,7,,,,,,,2,2,2,3,3,3,2,2,2
Germany,DEU,Thousand tonnes,,,5,5,,,,,,,,1,1,1,1,1,1,,,
Germany,DEU,Thousand tonnes,,,,1,,,,,,,,,,,0,0,0,,,
Germany,DEU,Thousand tonnes,,,1,2,,,,,,,,0,0,0,0,0,0,,,
Germany,DEU,Thousand tonnes,,,1,2,,,,,,,,0,0,0,0,0,0,,,
Germany,DEU,Thousand tonnes,,,1,2,,,,,,,,0,0,0,0,0,0,,,
Germany,DEU,Thousand tonnes,,,1,2,,,,,,,,0,0,0,0,0,0,,,
Germany,DEU,Thousand tonnes,,,1,2,,,,,,,,0,0,0,0,0,0,,,
Germany,DEU,Thousand tonnes,,,4,2,,,,,,,,1,1,1,0,0,0,,,
Germany,DEU,Thousand tonnes,,,4,2,,,,,,,,1,1,1,0,0,0,,,
Germany,DEU,Thousand tonnes,,,4,2,,,,,,,,1,1,1,0,0,0,,,
Germany,DEU,Thousand tonnes,,,4,2,,,,,,,,1,1,1,0,0,0,,,
Germany,DEU,Thousand tonnes,,,4,2,,,,,,,,1,1,1,0,0,0,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Thousand tonnes,,,29742,29944,29881,,,,,,,9914,9914,9914,9981,9981,9981,9960,9960,9960
Germany,DEU,Thousand tonnes,,,210,211,283,,,,,,,70,70,70,70,70,70,94,94,94
Germany,DEU,Thousand tonnes,,,22908,22525,22542,,,,,,,7636,7636,7636,7508,7508,7508,7514,7514,7514
Germany,DEU,Thousand tonnes,,,23479,23103,23226,,,,,,,7826,7826,7826,7701,7701,7701,7742,7742,7742
Germany,DEU,Thousand tonnes,,,22908,22525,22542,,,,,,,7636,7636,7636,7508,7508,7508,7514,7514,7514
Germany,DEU,Thousand tonnes,,,22910,22527,22601,,,,,,,7636,7636,7636,7509,7509,7509,7533,7533,7533
