lat,long,date,time,CO_total
44.53163,64.87863,20200101,55503,2.080215e+18
44.68855,64.05091,20200101,55503,1.975378e+18
44.53281,63.98621,20200101,55503,2.035672e+18
44.487590000000004,64.20642,20200101,55503,2.217795e+18
44.64405,64.26919000000001,20200101,55503,1.935854e+18
44.79457,63.45443,20200101,55503,2.036508e+18
44.75182,63.67005,20200101,55503,1.963089e+18
44.89445,62.86453,20200101,55503,2.110589e+18
45.86977,55.954159999999995,20200101,55505,1.831551e+18
45.77763,54.918330000000005,20200101,55506,2.028058e+18
43.0553,69.46086,20200101,55509,1.738888e+18
42.867129999999996,69.36553,20200101,55509,1.78584e+18
42.77633,69.70166,20200101,55509,1.78287e+18
42.96842,69.79552,20200101,55509,1.637251e+18
43.2585,68.59895999999999,20200101,55509,1.871052e+18
43.182140000000004,68.90364,20200101,55509,1.884814e+18
43.3699,68.08712,20200101,55509,1.902419e+18
43.42876,66.9893,20200101,55510,2.002968e+18
43.53634,67.33066,20200101,55510,1.958337e+18
43.74297,66.37386,20200101,55510,1.976329e+18
43.68635,66.62183,20200101,55510,1.964165e+18
43.87724,65.71348,20200101,55510,2.081813e+18
43.71548,65.64205,20200101,55510,2.107949e+18
43.66146,65.88032,20200101,55510,2.11337e+18
44.001,65.07985,20200101,55510,2.03143e+18
43.841879999999996,65.01133,20200101,55510,1.955915e+18
43.791509999999995,65.24083,20200101,55510,2.098627e+18
43.951879999999996,65.30755,20200101,55510,1.974307e+18
44.1165,64.46606,20200101,55511,2.177255e+18
43.95935,64.40005,20200101,55511,2.138353e+18
43.91196,64.62307,20200101,55511,2.084244e+18
44.07007,64.68722,20200101,55511,1.966939e+18
44.22611,63.865759999999995,20200101,55511,2.000526e+18
44.0703,63.80191,20200101,55511,1.99995e+18
44.02533,64.02048,20200101,55511,2.212977e+18
44.18186,64.0824,20200101,55511,2.048778e+18
44.13286,63.428230000000006,20200101,55511,2.012759e+18
