notation,prefLabel
EEA31,"European Economic Area (EU28 plus IS, LI, NO)"
DE_1,Germany: North Sea
DE_2,Germany: Baltic Sea
DE_3,Germany: Inland
DE_9,Germany: unspecified maritime coastal area
ES_1,Spain: North Atlantic
ES_2,Spain: Mediterranean and South Atlantic
ES_3,Spain: Ceuta
ES_4,Spain: Melilla
ES_9,Spain: unspecified maritime coastal area
FR_1,France: Atlantic / North Sea
FR_2,France: Mediterranean
FR_3,France: Guyane
FR_4,France: Guadeloupe and Martinique
FR_5,France: Réunion
FR_9,France: unspecified maritime coastal area
SE_1,Sweden: Baltic Sea
SE_2,Sweden: North Sea
SE_9,Sweden: unspecified maritime coastal area
UK_1,United Kingdom: Great Britain and Northern Ireland
UK_2,United Kingdom: Isle of Man
UK_3,United Kingdom: Guernsey and Jersey (Channel Islands)
UK_9,United Kingdom: unspecified maritime coastal area
TR_1,Turkey: Black Sea
TR_2,Turkey: Mediterranean
TR_9,Turkey: unspecified maritime coastal area
BE_0BEANR,Antwerpen
BE_0BEBRU,Bruxelles (Brussel)
BE_0BEGNE,Gent (Ghent)
BE_0BELGG,Liège
BE_0BENIE,Nieuwpoort
BE_0BEOST,Oostende (Ostend)
BE_0BEZEE,Zeebrugge
BE_0BE001,Zeekanaal Brussel-Schelde - ports
BE_0BE002,Belgium - other inland ports (other than Zeekanaal Brussel-Schelde ports)
BE_0BE888,Belgium - other ports
BG_0BGBOJ,Burgas
BG_0BGVAR,Varna
BG_0BG888,Bulgaria - other ports
DK_0DKAAB,Aabenraa
DK_0DKAAL,Aalborg
DK_0DKROR,Aalborg Portland (Cementfabrikken Rordal)
DK_0DKAAR,Århus
DK_0DKARO,Årø
DK_0DKARD,Årøsund
DK_0DKARK,Ærøskøbing
DK_0DKAGO,Agersø
DK_0DKAGH,Agger Havn
DK_0DKASH,Aggersund Havn
DK_0DKANH,Anholt
DK_0DKASK,Askø
DK_0DKASV,Asnæsværkets Havn
DK_0DKASN,Assens
DK_0DKAUB,Augustenborg
DK_0DKAVE,Avedøreværkets Havn
DK_0DKAVK,Avernakø/Lyø
DK_0DKBGO,Bågø
DK_0DKBAG,Bagenkop
DK_0DKBLB,Ballebro
DK_0DKBDX,Bandholm (Maribo)
DK_0DKBOG,Bogø
DK_0DKBOS,Bøjden
DK_0DKBRH,Branden Havn
DK_0DKDAN,Cementfabrikken Danias Havn
DK_0DKKON,Cementfabrikken Kongsdal Havn
DK_0DKDAS,Dansk Salts Havn
DK_0DKDRA,Dragør
DK_0DKEBT,Ebeltoft
DK_0DKEGN,Egense
DK_0DKEDL,Endelave
DK_0DKENS,Enstedværkets Havn
DK_0DKEBJ,Esbjerg
DK_0DKFAA,Fåborg Havn
DK_0DKFAK,Fakse Ladeplads Havn
DK_0DKFGS,Feggesund
DK_0DKFEJ,Fejø
DK_0DKFMO,Femø
DK_0DKFRC,Fredericia (Og Shell-Havnen)
DK_0DKFDH,Frederikshavn
DK_0DKFDS,Frederikssund Havn
DK_0DKSVV,Frederiskværk Havn (Frederiksværk Stålvalseværk)
DK_0DKFUH,Fur
DK_0DKFYH,Fynshav
DK_0DKGED,Gedser
DK_0DKGRA,Gråsten
DK_0DKGRE,Grenå
DK_0DKGFH,Gulfhavnen
DK_0DKHAD,Haderslev
DK_0DKHSU,Hadsund
DK_0DKHAS,Hals
DK_0DKHAN,Hanstholm
DK_0DKHDH,Hardeshøj
DK_0DKHSL,Hasle
DK_0DKHNB,Havneby
DK_0DKHVN,Havnsø
DK_0DKHLS,Helsingør (Elsinore)
DK_0DKHIR,Hirtshals
DK_0DKHBO,Hobro
DK_0DKHBK,Holbæk
DK_0DKHOR,Horsens
DK_0DKHOH,Hou Havn
DK_0DKHUN,Hundested
DK_0DKHVA,Hvalpsund
DK_0DKJUE,Juelsminde Havn
DK_0DKKAL,Kalundborg
DK_0DKKTP,Kastrup
DK_0DKKTD,Kerteminde
DK_0DKKLP,Kleppen
DK_0DKCPH,Københavns Havn
DK_0DKKOG,Køge
DK_0DKKOK,Kolby Kås Havn
DK_0DKKOL,Kolding
DK_0DKKRR,Korsør
DK_0DKKRA,Kragenæs
DK_0DKKBY,Kyndbyværkets Havn
DK_0DKLVG,Lemvig
DK_0DKLGR,Løgstør
DK_0DKLOH,Lohals
DK_0DKLYO,Lyngs Odde Havn
DK_0DKMRB,Marbæk Havn
DK_0DKMRS,Marstal
DK_0DKMAS,Masnedøværkets Havn
DK_0DKMNS,Masnedsund
DK_0DKMID,Middelfart
DK_0DKMOM,Mommark
DK_0DKNUD,Næssund
DK_0DKNVD,Næstved
DK_0DKNAK,Nakskov
DK_0DKNEX,Neksø
DK_0DKNDB,"Nordby Havn, Fanø"
DK_0DKVSV,Nordjyllandsværkets Havn
DK_0DKNRS,Nørresundby
DK_0DKNBG,Nyborg
DK_0DKNYF,Nykøbing Falster
DK_0DKNYM,Nykøbing Mors
DK_0DKODE,Odense
DK_0DKOMO,Omø
DK_0DKORE,"Orehoved, Falster"
DK_0DKORO,Orø
DK_0DKRAN,Randers
DK_0DKROD,Rødby
DK_0DKROF,Rødby (Færgehavn)
DK_0DKRNN,Rønne
DK_0DKRRV,Rørvig
DK_0DKRKB,Rudkøbing
DK_0DKSLV,Sælvig Havn
DK_0DKSAX,Sakskøbing
DK_0DKSEO,Sejerø
DK_0DKSJO,Sjællands Odde
DK_0DKSSK,Skælskør
DK_0DKSKB,Skærbækværkets Havn
DK_0DKSKA,Skagen
DK_0DKSDO,Skarø/Drejø
DK_0DKSKV,Skive
DK_0DKSOB,Søby Havn
DK_0DKSGD,Sønderborg
DK_0DKSPB,Spodsbjerg Havn
DK_0DKSTT,Statoil-Havnen
DK_0DKSTN,Stigsnæs
DK_0DKSTG,Stigsnæsværkets Havn
DK_0DKSTR,Struer Havn
DK_0DKSNO,Strynø
DK_0DKSBK,Stubbekøbing Havn
DK_0DKSSV,Studstrupværkets Havn
DK_0DKSUE,Sundsøre
DK_0DKSVE,Svendborg
DK_0DKTRS,Tårs
DK_0DKTED,Thisted
DK_0DKTYB,Thyborøn
DK_0DKTNO,Tunø
DK_0DKUNX,Masnedø Godningshavn (Uno-X Havn)
DK_0DKVNG,Vang Havn
DK_0DKVEJ,Vejle
DK_0DKVEN,Venø Havn
DK_0DKVES,"Vesterø Havn, Læsø"
DK_0DKVOR,Vordingborg Havn
DK_0DK888,Denmark - other ports
DE_1DEAMR,Amrum
DE_3DEAND,Andernach
DE_2DEANK,Anklam
DE_1DEBMR,Baltrum
DE_1DEBEI,Beidenfleth
DE_1DEBEN,Bensersiel
DE_3DEBER,Berlin
DE_2DEBOF,Berndshof
DE_1DEBMK,Borkum
DE_1DEBKE,Brake
DE_3DEBWE,Braunschweig
DE_1DEBRE,Bremen
DE_1DEBRV,Bremerhaven
DE_1DEBRB,Brunsbüttel
DE_1DEBUM,Büsum
DE_2DEBSK,Burgstaaken/Fehmarn
DE_1DEBUZ,Bützfleth
DE_1DECAR,Carolinensiel
DE_3DECRL,Castrop-Rauxel
DE_1DECUX,Cuxhaven
DE_1DEDAG,Dagebüll
DE_2DEDMN,Demmin
DE_3DEDON,Dorsten
DE_3DEDTM,Dortmund
DE_3DEDUI,Duisburg
DE_3DEDUS,Düsseldorf
DE_2DEECK,Eckernförde
DE_1DEEME,Emden
DE_3DEESU,Emmelsum
DE_2DEFLF,Flensburg
DE_2DE117,Flensburger Förde - other ports
DE_1DE017,Föhr
DE_1DEFRI,Friedrichstadt
DE_3DEGEK,Gelsenkirchen
DE_1DE118,Gieselaukanal and Eider - other ports
DE_1DEGLU,Glückstadt
DE_2DEGRD,Greifswald
DE_1DEHAM,Hamburg
DE_3DEHAU,Hanau
DE_1DEHRN,Haren/Ems
DE_2DEHHF,Heiligenhafen
DE_1DEHGL,Helgoland
DE_1DEHOD,Hochdonn
DE_1DEHHS,Hohenhörn
DE_1DEHRM,Hörnum/Sylt
DE_1DEHUS,Husum
DE_1DEITZ,Itzehoe
DE_1DEJUI,Juist
DE_2DEKAP,Kappeln
DE_2DEKEL,Kiel
DE_3DECGN,Köln
DE_3DEKRE,Krefeld
DE_1DELGO,Langeoog
DE_2DELAU,Lauterbach
DE_1DELEE,Leer
DE_1DELIS,List/Sylt
DE_1DELOH,Lohesch
DE_2DELBC,Lübeck
DE_3DELLF,Lülsdorf
DE_3DELLS,Lülsdorf
DE_3DEMUH,Mülheim an der Ruhr
DE_1DENES,Nessmersiel
DE_1DENHS,Neuharlingersiel
DE_3DENSS,Neuss
DE_2DENHO,Neustadt/Holstein
DE_1DENOE,Norddeich
DE_1DENHA,Nordenham
DE_1DENRD,Norderney
DE_1DENOR,Nordstrand
DE_1DEOLO,Oldenburg
DE_3DEORS,Orsoy
DE_2DEORT,Orth/Fehmarn
DE_1DEPAP,Papenburg
DE_3DEPEI,Peine
DE_1DEPEL,Pellworm
DE_2DEPUT,Puttgarden
DE_2DEREN,Rendsburg
DE_3DERHB,Rheinberg-Ossenberg
DE_2DERSK,Rostock
DE_2DE055,Rügen (Östlich Stralsunder Fahrwasser)
DE_3DESAR,Salzgitter
DE_2DESAS,Sassnitz
DE_1DEHMO,"Schwarzenhütten, Hemmoor"
DE_3DESDT,Schwedt
DE_3DESNE,Sehnde
DE_1DESPI,Spieckeroog
DE_3DE061,Spyck
DE_3DEPYK,Spyck
DE_1DESTA,Stade
DE_1DESTS,Stadersand
DE_2DESTL,Stralsund
DE_2DEUCK,Ueckermünde
DE_3DEUEL,Uelzen
DE_1DEAGE,Wangerooge
DE_1DEWED,Wedel-Schulau
DE_3DEWES,Wesel
DE_1DEWVN,Wilhelmshaven
DE_1DEWIF,Wischhafen
DE_2DEWIS,Wismar
DE_2DEWOL,Wolgast
DE_1DEWYK,Wyk/Föhr
DE_2DE115,Germany (Baltic Sea) - other ports
DE_1DE116,Germany (Elbe) - other ports
DE_3DE888,Germany - other inland ports
DE_9DE888,Germany (unknown maritime coastal area) - other ports
EE_0EEHLT,Heltermaa
EE_0EEKUI,Kuivastu
EE_0EEKND,Kunda
EE_0EEMDR,Miiduranna
EE_0EEPLN,Paldiski Põhjasadam
EE_0EEPRN,Pärnu
EE_0EEPAR,Patareisadam
EE_0EERHK,Rohuküla
EE_0EESLM,Sillamäe
EE_0EETLL,Tallinn
EE_0EEVEB,Vene-Balti
EE_0EEVIR,Virtsu
EE_0EE888,Estonia - other ports
IE_0IEARK,Arklow
IE_0IEBYT,Bantry Bay
IE_0IECTB,Castletownbere (Castletown Bearhaven)
IE_0IEORK,Cork
IE_0IEDRO,Drogheda
IE_0IEDUB,Dublin
IE_0IEDDK,Dundalk
IE_0IEDLG,Dun Laoghaire
IE_0IEFOV,Foynes
IE_0IEGWY,Galway
IE_0IEGRN,Greenore
IE_0IEKBS,Killybegs
IE_0IEKLR,Kilrush
IE_0IEKLN,Kinsale
IE_0IELMK,Limerick
IE_0IENRS,New Ross
IE_0IEROS,Rosslare Harbour
IE_0IESLI,Sligo
IE_0IETRA,Tralee
IE_0IEWAT,Waterford
IE_0IEWIC,Wicklow
IE_0IEYOU,Youghal
EL_0GRMLO,Adamas Milou
EL_0GRAGN,Agathonisi Dodekanisou
EL_0GR702,Agathonisi Dodekanisou
EL_0GRAEF,Agia Efimia
EL_0GR701,Agia Galini Rethimnou
EL_0GRAMR,Agia Marina Aiginas
EL_0GR868,Agia Marina Aiginas
EL_0GRGMA,Agia Marina Attikis
EL_0GR883,Agia Marina Attikis
EL_0GRAGM,Agia Marina Fthiotidas
EL_0GRAPE,Agia Pelagia
EL_0GRROU,Agia Roumeli Chanion
EL_0GRAGT,Agioi Theodoroi
EL_0GRAGK,Agiokampos Larisas
EL_0GRAGO,Agios Efstratios Lesvou
EL_0GRAKI,Agios Kirykos
EL_0GRAKO,Agios Konstantinos
EL_0GR876,Agios Nikolaos Fokidas
EL_0GRANI,Agios Nikolaos Kritis
EL_0GRAGG,Agkistri Aiginas
EL_0GRAGA,Agria Volou
EL_0GREDI,Aidipsos
EL_0GRAIG,Aigiali Amorgou
EL_0GRAEG,Aigina
EL_0GRAEN,Aigio
EL_0GR880,Aktio Vonitsas
EL_0GRAXD,Alexandroupolis
EL_0GRLVR,Aliverio
EL_0GR886,Almyropotamos Evvoias
EL_0GRALM,Almyros Volou
EL_0GRALO,Alonnisos
EL_0GRATS,Altsi
EL_0GRAPL,Amaliapolis Magnisias
EL_0GRAMF,Amfilochia
EL_0GRAMI,Ammouliani
EL_0GRAMO,Amorgos (Katapola)
EL_0GRANA,"Anafi, Kyklades"
EL_0GRAND,Andros
EL_0GRATK,Antikyra
EL_0GRANP,Antiparos
EL_0GRANT,Antirrio
EL_0GRARX,Araxos
EL_0GR870,Araxos
EL_0GREFL,Argostoli
EL_0GRARK,Arkitsa Fthiotidas
EL_0GRARD,Arkioi Dodekanisou
EL_0GR717,Arkioi Dodekanisou
EL_0GRAPY,Aspropyrgos
EL_0GRAST,Astakos
EL_0GRARS,Astros Arkadias
EL_0GR719,Astros Arkadias
EL_0GRJTY,Astypalaia
EL_0GR720,Atalanti Fthiotidas
EL_0GRHAL,Chalki Dodekanisou
EL_0GRCLK,Chalkida
EL_0GRCHQ,Chania
EL_0GRJKH,Chios
EL_0GRCSF,Chora Sfakion
EL_0GRDAF,Dafni Agiou Orous
EL_0GR730,Derveni Korinthias
EL_0GRDIA,Diafani Karpathou
EL_0GRDIK,Diakofti Kythiron
EL_0GRDMB,Domvraina Voiotias
EL_0GR900,Domvraina Voiotias
EL_0GRDON,"Donousa, Kyklades"
EL_0GRDPA,Drapetsona
EL_0GRDRE,Drepano Riou
EL_0GRELN,Elafonisos Lakonias
EL_0GREEU,Elefsina
EL_0GRELT,Eleftheres
EL_0GR867,Ereikousa
EL_0GRERE,Eretria Evvoias
EL_0GRERM,Ermioni
EL_0GREYD,Evdilos
EL_0GRFNR,Faneromeni Salaminas
EL_0GRFIS,Fiskardo Kefallinias
EL_0GRFOL,Folegandros Kyklades
EL_0GRFOU,Fournoi Samou
EL_0GRFRI,Frikes Ithakis
EL_0GRGAL,Galatas Troizinias
EL_0GR849,Gavdos Chanion
EL_0GRGAV,Gavrio
EL_0GR857,Gerakas Lakonias
EL_0GRYER,Gerakini
EL_0GRGLO,Glossa Skopelou
EL_0GRGLY,Glyfa Fthiotidas
EL_0GRGYT,Gytheio
EL_0GR741,Ierissos Chalkidikis
EL_0GRIGO,Igoumenitsa
EL_0GRIOS,Ios
EL_0GRHRK,"Irakleia, Kyklades"
EL_0GRHER,Irakleio
EL_0GRITM,Isthmia
EL_0GRITA,Itea
EL_0GRITH,Ithaki
EL_0GRKLX,Kalamata
EL_0GRKLD,Kalathos Rodou
EL_0GR743,Kalloni Lesvou
EL_0GRKLS,Kaloi Limenes Rethymnou
EL_0GRKLI,Kaloi Limenes Rethymnou
EL_0GRKMI,Kalymnos
EL_0GR745,Kameiros Rodou
EL_0GRKAP,Kapsali
EL_0GRKAR,Karlovasi
EL_0GRAOK,Karpathos
EL_0GR854,Karra Chalkidikis
EL_0GRKST,Karystos
EL_0GRKSJ,Kasos
EL_0GRKIS,Kasteli Kissamou
EL_0GRKAK,Katakolo
EL_0GRKVA,Kavala
EL_0GRKEA,Kea
EL_0GRKEF,Kefalos Kos
EL_0GRKER,Keramoti
EL_0GRKTS,Keratsini
EL_0GRCFU,Kerkyra
EL_0GRKIO,Kiato
EL_0GRKMS,Kimolos
EL_0GR754,"Koilas Ermionidas, Argolida"
EL_0GRKIN,"Koilas Ermionidas, Argolida"
EL_0GRCRG,Korinthos
EL_0GR755,Korthio Androu
EL_0GRKGS,Kos
EL_0GRKEM,Kosta Ermionidas
EL_0GR881,Kosta Ermionidas
EL_0GRKOF,"Koufonisi, Kyklades"
EL_0GRKYL,Kylini
EL_0GRKYM,Kymasi
EL_0GRKIM,Kymi
EL_0GRKYT,Kythnos
EL_0GR862,Lagos
EL_0GRLRS,Lakki Lerou
EL_0GRLRY,Larymna
EL_0GRLAV,Lavrio
EL_0GRLEV,Lefkada
EL_0GRLEF,Lefkadi
EL_0GRLFK,Lefkimmi
EL_0GRLIP,Leipsoi Dodekanisou
EL_0GRLND,Leonidio
EL_0GRSKU,Linaria Skyrou
EL_0GRLIN,Linoperamata Irakleiou
EL_0GRLIX,Lixouri
EL_0GRLTR,Loutro Chanion
EL_0GRZEA,Marina Zeas
EL_0GRMRM,Marmari
EL_0GRMGN,Meganisi
EL_0GRMGR,Megara
EL_0GRKAS,Megisti Kastelorizou
EL_0GRMEN,Menidi Aitoloakarnanias
EL_0GRMES,Messogaia
EL_0GRMEL,Messolongi
EL_0GRMHI,Mesta Chiou
EL_0GRMET,Methana
EL_0GRMOL,Molyvos Lesvou
EL_0GRMON,Monemvasia
EL_0GRMDR,Moudros Limnou
EL_0GRJMK,Mykonos
EL_0GRMYR,Myrina
EL_0GRMJT,Mytilini
EL_0GRNAF,Nafplio
EL_0GRJNX,Naxos
EL_0GRNKV,Nea Karvali Kavalas
EL_0GRNMA,Nea Moudania Chalkidikis
EL_0GR795,Nea Psara Chiou
EL_0GRNST,Nea Styra
EL_0GRNEA,Neapoli Lakonias
EL_0GRNIS,Nissyros
EL_0GRNID,Nydri
EL_0GRINO,Oinousses
EL_0GRORE,Oreoi
EL_0GRORO,Oropos
EL_0GROTH,Othonoi
EL_0GROUR,Ouranoupoli Chalkidikis
EL_0GRPEP,Palaia Epidavros
EL_0GRPAA,Palaia Psara Chiou
EL_0GRPSF,Palaiochora Sfakion
EL_0GRPAO,Paloukia Salaminas
EL_0GRPAR,Parga
EL_0GRPAS,Paros
EL_0GRPMS,Patmos
EL_0GRGPA,Patra
EL_0GRPAX,Paxoi
EL_0GRPIR,Peiraias
EL_0GRPER,Perama
EL_0GRPGM,Perama Geras Mytilinis
EL_0GRPSK,Pessada Kefallinias
EL_0GR887,Pessada Kefallinias
EL_0GRPET,Petra Lesvou
EL_0GR813,Petritis Kerkyras
EL_0GRPIS,Pisaetos Ithakis
EL_0GRPLG,Platygiali Aitoloakarnanias
EL_0GRPLM,Plomari Lesvou
EL_0GRPLC,Polichnitos Lesvou
EL_0GRPTK,Politika
EL_0GRPKE,Poros Kefallinias
EL_0GRPTR,Poros Troizinias
EL_0GRPHE,Porto Cheli
EL_0GRPTL,Porto Lagos
EL_0GRPOA,Potamos Antikythiron
EL_0GRPVK,Preveza
EL_0GR822,Prinos Kavalas
EL_0GRPPI,Prinos Thasou
EL_0GRPSA,Psachna
EL_0GRPYL,Pylos
EL_0GRPYT,Pythagorio
EL_0GRRAF,Rafina
EL_0GRRET,Rethymno
EL_0GRRIO,Rio
EL_0GRRHO,Rodos
EL_0GRSMI,Sami
EL_0GRSAM,Samothraki
EL_0GRSHI,Schoinari Zakynthou
EL_0GR892,Schoinari Zakynthou
EL_0GRSHC,"Schoinousa, Kyklades"
EL_0GRSER,Serifos
EL_0GRSIF,Sifnos
EL_0GRSGR,Sigri Lesvou
EL_0GR835,Sikia Porto Rafti
EL_0GRSII,"Sikinos, Kyklades"
EL_0GRJSH,Siteia
EL_0GRSKA,Skaramagkas
EL_0GRJSI,Skiathos
EL_0GRSKO,Skopelos
EL_0GRSUD,Souda Bay
EL_0GRSOG,Sougia
EL_0GRSLA,Souvala Aiginas
EL_0GR832,Souvala Aiginas
EL_0GRSPE,Spetses
EL_0GRSHA,Stavros Chalkidikis
EL_0GRSTI,Stratonio
EL_0GRSYS,Stylida
EL_0GRSYM,Symi
EL_0GRJSY,Syros
EL_0GRTSO,Thasos
EL_0GRSKG,Thessaloniki
EL_0GRJTR,Thira
EL_0GRTRS,Thirasia
EL_0GRTIL,Tilos Dodekanisou
EL_0GRTIN,Tinos
EL_0GR839,Tolo Argolidas
EL_0GR838,Trikeri Magnisias
EL_0GRTRY,Trypiti Chalkidikis
EL_0GRVSS,Vasiliki Lefkadas
EL_0GRVTH,Vathy Samou
EL_0GR723,Volissos Chiou
EL_0GRVOL,Volos
EL_0GR909,Voreios Evvoikos
EL_0GRHYD,Ydra
EL_0GRZTH,Zakynthos
EL_0GR88P,Greece (offshore installations) - other ports
EL_0GR88Q,Greece (aggregates extraction areas) - other ports
EL_0GR888,Greece - other ports
ES_2ESAGA,Agaete
ES_2ESACA,Alcanar
ES_2ESALG,Algeciras
ES_2ESALC,Alicante
ES_2ESLEI,Almería
ES_1ESAVS,Avilés
ES_2ESBBE,Barbate
ES_2ESBCN,Barcelona
ES_1ESBRM,Bermeo
ES_1ESBIO,Bilbao
ES_2ESCAD,Cádiz
ES_2ESCAR,Cartagena
ES_2ESCAS,Castellón
ES_3ESCEU,Ceuta
ES_2ESQFU,Corralejo
ES_1ESFRO,Ferrol
ES_2ESGAR,Garrucha
ES_1ESGIJ,Gijón
ES_2ESHUV,Huelva
ES_1ESLCG,La Coruña
ES_2ESLPA,Las Palmas
ES_2ESAGP,Málaga
ES_1ESMPG,Marín-Pontevedra
ES_4ESMLN,Melilla
ES_2ESMOL,Molina de Segura
ES_2ESMJB,Morro Jable
ES_2ESMOT,Motril
ES_2ESPAL,Palamós
ES_2ESPMI,Palma Mallorca
ES_1ESPAS,Pasajes
ES_2ESQLY,Playa Blanca
ES_2ESSCR,San Carlos de la Rápita
ES_2ESSCT,Santa Cruz de Tenerife
ES_1ESSDR,Santander
ES_2ESSVQ,Sevilla
ES_2ESTAR,Tarragona
ES_2ESVLC,Valencia
ES_2ESVCC,Vallcarca
ES_1ESVGO,Vigo
ES_1ESVIL,Villagarcía (de Arosa)
ES_2ESVLG,Vilanova i la Geltrú
ES_9ES888,Spain (unknown maritime coastal area) - other ports
FR_2FRAJA,Ajaccio
FR_2FRBIA,Bastia
FR_1FRBAY,Bayonne
FR_2FRBON,Bonifacio
FR_1FRBOD,Bordeaux
FR_1FRBOL,Boulogne-sur-Mer
FR_1FRBES,Brest
FR_1FRCFR,Caen
FR_1FRCQF,Calais
FR_2FRCLY,Calvi
FR_1FRCAM,Camaret
FR_2FRCEQ,Cannes
FR_1FRCRT,Carteret
FR_1FRCER,Cherbourg
FR_1FRCOC,Concarneau
FR_3GFDDC,Degrad-des Cannes (Guyane)
FR_1FRDPE,Dieppe
FR_1FRDRZ,Douarnenez
FR_1FRDKK,Dunkerque
FR_1FRFEC,Fécamp
FR_4MQFDF,Fort-de France (Martinique)
FR_1FRGFR,Granville
FR_1FRGRV,Gravelines
FR_4GP001,Guadeloupe (Guadeloupe)
FR_1FRHET,Hennebont
FR_1FRHON,Honfleur
FR_3GFQKR,Kourou (Guyane)
FR_2FRLCT,La Ciotat
FR_1FRLRH,La Rochelle
FR_1FRLDN,Landerneau
FR_1FRLAI,Lannion
FR_3GFLVT,Larivot (Guyane)
FR_1FRLFR,Le Fret (Crozon)
FR_1FRLGU,Le Guildo (Crehen)
FR_1FRLEH,Le Havre
FR_1FRLLG,Le Légué
FR_1FRSBK,Le Legue (St Brieuc)
FR_1FRLTR,Le Tréport
FR_1FRLSO,Les Sables d'Olonne
FR_1FRLEZ,Lézardrieux
FR_2FRILR,L´Île Rousse
FR_1FRLRT,Lorient
FR_2FRMRS,Marseille
FR_1FRMXN,Morlaix
FR_1FRMSG,Mortagne-sur-Gironde
FR_1FRNTE,Nantes Saint-Nazaire
FR_2FRNCE,Nice
FR_1FRPAI,Paimpol
FR_1FRPOX,Pontrieux
FR_5REPDG,Port Réunion (ex Pointe-des-Galets) (Réunion)
FR_2FRPOV,Port Vendres
FR_1FRPRJ,Port-Joinville (Île d´Yeu)
FR_2FRNOU,Port-la-Nouvelle
FR_2FRPVO,Porto Vecchio
FR_2FRPRP,Propriano
FR_1FRUIP,Quimper
FR_1FRRDN,Redon
FR_1FRRCO,Rochefort
FR_1FRROS,Roscoff
FR_1FRURO,Rouen
FR_1FRRYN,Royan
FR_2FRSET,Sète
FR_3GFSLM,St Laurent du Maroni (Guyane)
FR_1FRSML,St Malo
FR_2FRSRL,St Raphaël
FR_1FRSVS,St Valéry-sur-Somme
FR_1FRTON,Tonnay Charente
FR_2FRTLN,Toulon
FR_1FRTRE,Tréguier
FR_1FRVNE,Vannes
FR_1FR888,France (Atlantic / North Sea) - other ports
FR_9FR888,France (unknown maritime coastal area) - other ports
HR_0HRBAK,Bakar
HR_0HRBAS,Baska
HR_0HRBNM,Biograd na Moru
HR_0HRBOL,Bol
HR_0HRBZA,Bozava
HR_0HRCVT,Cavtat
HR_0HRCRS,Cres
HR_0HRCRA,Crikvenica
HR_0HRDBV,Dubrovnik
HR_0HRHVA,Hvar
HR_0HRIST,Ist
HR_0HRJAB,Jablanac
HR_0HRJSA,Jelsa
HR_0HRKAB,Karlobag
HR_0HRKMZ,Komiza
HR_0HRKOR,Korcula
HR_0HRKRA,Kraljevica
HR_0HRKRK,Krk
HR_0HRLST,Lastovo
HR_0HRMAK,Makarska
HR_0HRLSZ,Mali Losinj
HR_0HRMAL,Malinska
HR_0HRMET,Metkovic
HR_0HRMIL,Milna
HR_0HRMOD,Moscenicka Draga
HR_0HRMUR,Murter
HR_0HRNVL,Novalja
HR_0HRNVD,Novi Vinodolski
HR_0HRNVG,Novigrad
HR_0HROMS,Omis
HR_0HROMI,Omisalj
HR_0HROPA,Opatija
HR_0HRPAG,Pag
HR_0HRPLE,Ploce
HR_0HRPMN,Pomena
HR_0HRPOR,Porec
HR_0HRPRE,Preko
HR_0HRPRI,Primosten
HR_0HRPUY,Pula
HR_0HRPNT,Punat
HR_0HRRAB,Rab
HR_0HRRBC,Rabac
HR_0HRRAS,Rasa
HR_0HRRJK,Rijeka
HR_0HRRGC,Rogac
HR_0HRRGN,Rogoznica
HR_0HRROV,Rovinj
HR_0HRSAL,Sali
HR_0HRSEN,Senj
HR_0HRSIB,Sibenik
HR_0HRSIL,Silba
HR_0HRSLO,Silo
HR_0HRSLA,Slano
HR_0HRSBR,Sobra
HR_0HRSPU,Split
HR_0HRSGD,Stari Grad
HR_0HRSGR,Starigrad
HR_0HRSTO,Ston
HR_0HRSUC,Sucuraj
HR_0HRSMN,Sumartin
HR_0HRSUP,Supetar
HR_0HRSSK,Susak
HR_0HRTNO,Tisno
HR_0HRTRO,Trogir
HR_0HRTRJ,Trpanj
HR_0HRTRK,Trstenik
HR_0HRUBL,Ubli
HR_0HRUMG,Umag
HR_0HRVLK,Vela Luka
HR_0HRVIS,Vis
HR_0HRVDC,Vodice
HR_0HRZAD,Zadar
IT_0ITAHO,Alghero
IT_0ITALI,Alicudi
IT_0ITAMA,Amalfi
IT_0ITAOI,Ancona
IT_0ITANZ,Anzio
IT_0ITATX,Arbatax
IT_0ITAUG,Augusta
IT_0ITBLN,Bagnoli
IT_0ITBAI,Baia
IT_0ITBRI,Bari
IT_0ITBLT,Barletta
IT_0ITBDS,Brindisi
IT_0ITCAG,Cagliari
IT_0ITCLS,Calasetta
IT_0ITCPA,Capraia
IT_0ITPRJ,Capri
IT_0ITCLF,Carloforte
IT_0ITCML,Casamicciola
IT_0ITCTR,Castellammare del Golfo
IT_0ITCAS,Castellammare di Stabia
IT_0ITCTA,Catania
IT_0ITCVX,Cavo
IT_0ITCHI,Chioggia
IT_0ITCVV,Civitavecchia
IT_0ITCRV,Crotone
IT_0ITFAL,Falconara Marittima
IT_0ITFAV,Favignana
IT_0ITFPO,Filicudi Porto
IT_0ITFCO,Fiumicino
IT_0ITFOM,Formia
IT_0ITGAE,Gaeta
IT_0ITGAL,Gallipoli
IT_0ITGEA,Gela
IT_0ITGOA,Genova
IT_0ITGII,Giannutri
IT_0ITGIA,Giardini di Naxos
IT_0ITGIT,Gioia Tauro
IT_0ITGAI,Golfo Aranci
IT_0ITGOR,Gorgona
IT_0ITGRD,Grado
IT_0ITIMP,Imperia
IT_0ITIDG,Isola del Giglio
IT_0ITISS,Isola Santo Stefano
IT_0ITMDA,La Maddalena
IT_0ITSPE,La Spezia
