Label,Country,Country_code,unit,tra_meas,airline,rep_airp_per_time,2020M04,2020M03,2020M02,2020M01,2019M12,2019M11,2019M10,2019M09,2019M08,2019M07,2019M06,2019M05,2019M04,2019M03,2019M02,2019M01
Passengers carried,Latvia,LVA,PAS,PAS_CRD,LIC_EU,LV_EVRA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Latvia,LVA,MOVE,CACM,UNK,LV_EVRA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Latvia,LVA,MOVE,CACM,TOTAL,LV_EVRA,N/A,N/A,N/A,N/A,6465,6187,7574,7734,8154,8147,7747,7801,7234,6173,5368,6140
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Latvia,LVA,MOVE,CACM,LIC_NEU,LV_EVRA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Latvia,LVA,MOVE,CACM,LIC_EU,LV_EVRA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Latvia,LVA,MOVE,ACM,UNK,LV_EVRA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Latvia,LVA,MOVE,ACM,TOTAL,LV_EVRA,N/A,N/A,N/A,N/A,6658,6367,7730,7892,8382,8424,8052,8001,7362,6344,5526,6267
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Latvia,LVA,MOVE,ACM,LIC_NEU,LV_EVRA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Latvia,LVA,MOVE,ACM,LIC_EU,LV_EVRA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Freight and mail loaded and unloaded,Lithuania,LTU,T,FRM_LD_NLD,UNK,LT_EYVI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Freight and mail loaded and unloaded,Lithuania,LTU,T,FRM_LD_NLD,TOTAL,LT_EYVI,N/A,N/A,N/A,N/A,1341,1320,1297,1255,1226,1151,1049,1140,1132,1108,939,1016
Freight and mail loaded and unloaded,Lithuania,LTU,T,FRM_LD_NLD,LIC_NEU,LT_EYVI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Freight and mail loaded and unloaded,Lithuania,LTU,T,FRM_LD_NLD,LIC_EU,LT_EYVI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Direct transit passengers,Lithuania,LTU,PAS,PAS_TRS,UNK,LT_EYVI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Direct transit passengers,Lithuania,LTU,PAS,PAS_TRS,TOTAL,LT_EYVI,N/A,N/A,N/A,N/A,105,140,225,207,285,80,254,248,48,30,177,546
Direct transit passengers,Lithuania,LTU,PAS,PAS_TRS,LIC_NEU,LT_EYVI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Direct transit passengers,Lithuania,LTU,PAS,PAS_TRS,LIC_EU,LT_EYVI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Transfer passengers,Lithuania,LTU,PAS,PAS_TRF,TOTAL,LT_EYVI,N/A,N/A,N/A,N/A,60,158,112,133,134,98,152,168,179,95,96,158
Passengers carried,Lithuania,LTU,PAS,PAS_CRD,UNK,LT_EYVI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Passengers carried,Lithuania,LTU,PAS,PAS_CRD,TOTAL,LT_EYVI,N/A,N/A,N/A,N/A,362545,383577,485031,467502,469073,448346,470572,488576,418040,357062,313411,338109
Passengers carried,Lithuania,LTU,PAS,PAS_CRD,LIC_NEU,LT_EYVI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Passengers carried,Lithuania,LTU,PAS,PAS_CRD,LIC_EU,LT_EYVI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Lithuania,LTU,MOVE,CACM,UNK,LT_EYVI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Lithuania,LTU,MOVE,CACM,TOTAL,LT_EYVI,N/A,N/A,N/A,N/A,3518,3590,4311,4114,4013,3939,4024,4267,3867,3471,3117,3464
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Lithuania,LTU,MOVE,CACM,LIC_NEU,LT_EYVI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Lithuania,LTU,MOVE,CACM,LIC_EU,LT_EYVI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Lithuania,LTU,MOVE,ACM,UNK,LT_EYVI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Lithuania,LTU,MOVE,ACM,TOTAL,LT_EYVI,N/A,N/A,N/A,N/A,3578,3668,4466,4267,4169,4119,4188,4425,3975,3530,3171,3492
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Lithuania,LTU,MOVE,ACM,LIC_NEU,LT_EYVI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Lithuania,LTU,MOVE,ACM,LIC_EU,LT_EYVI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Freight and mail loaded and unloaded,Luxembourg,LUX,T,FRM_LD_NLD,TOTAL,LU_ELLX,N/A,79131,57699,60731,82419,84684,74561,71284,69416,68680,66812,68887,67252,76367,57872,64628
Freight and mail loaded and unloaded,Luxembourg,LUX,T,FRM_LD_NLD,LIC_NEU,LU_ELLX,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Freight and mail loaded and unloaded,Luxembourg,LUX,T,FRM_LD_NLD,LIC_EU,LU_ELLX,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Direct transit passengers,Luxembourg,LUX,PAS,PAS_TRS,TOTAL,LU_ELLX,N/A,0,0,19,0,0,0,0,43,61,0,0,54,0,0,46
Direct transit passengers,Luxembourg,LUX,PAS,PAS_TRS,LIC_NEU,LU_ELLX,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Direct transit passengers,Luxembourg,LUX,PAS,PAS_TRS,LIC_EU,LU_ELLX,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Transfer passengers,Luxembourg,LUX,PAS,PAS_TRF,TOTAL,LU_ELLX,N/A,434,1070,833,930,1670,1592,1784,1378,2111,1997,1765,1899,1387,1061,962
Passengers carried,Luxembourg,LUX,PAS,PAS_CRD,TOTAL,LU_ELLX,N/A,128453,295991,289047,337577,331381,403270,415421,420265,424944,407702,393188,384281,320896,267687,258957
Passengers carried,Luxembourg,LUX,PAS,PAS_CRD,LIC_NEU,LU_ELLX,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Passengers carried,Luxembourg,LUX,PAS,PAS_CRD,LIC_EU,LU_ELLX,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Luxembourg,LUX,MOVE,CACM,TOTAL,LU_ELLX,N/A,3422,4876,5232,5433,5552,6082,6011,5659,5985,5852,5985,5650,5298,4611,4895
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Luxembourg,LUX,MOVE,CACM,LIC_NEU,LU_ELLX,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Luxembourg,LUX,MOVE,CACM,LIC_EU,LU_ELLX,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Luxembourg,LUX,MOVE,ACM,TOTAL,LU_ELLX,N/A,3538,5099,5414,5648,5826,6323,6308,5811,6269,6155,6279,5923,5570,4800,5083
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Luxembourg,LUX,MOVE,ACM,LIC_NEU,LU_ELLX,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Luxembourg,LUX,MOVE,ACM,LIC_EU,LU_ELLX,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Freight and mail loaded and unloaded,Malta,MLT,T,FRM_LD_NLD,UNK,MT_LMML,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,0,N/A,N/A,N/A,0,1,0,60
Freight and mail loaded and unloaded,Malta,MLT,T,FRM_LD_NLD,TOTAL,MT_LMML,67,472,695,698,794,836,885,755,730,715,748,821,1494,1534,1383,1585
Freight and mail loaded and unloaded,Malta,MLT,T,FRM_LD_NLD,LIC_NEU,MT_LMML,0,200,259,255,263,303,315,259,268,N/A,N/A,N/A,366,361,306,445
Freight and mail loaded and unloaded,Malta,MLT,T,FRM_LD_NLD,LIC_EU,MT_LMML,67,272,436,443,531,533,570,497,462,N/A,N/A,N/A,1129,1172,1076,1080
Direct transit passengers,Malta,MLT,PAS,PAS_TRS,UNK,MT_LMML,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,0,N/A,N/A,N/A,387,102,48,659
Direct transit passengers,Malta,MLT,PAS,PAS_TRS,TOTAL,MT_LMML,69,246,4,4,58,31,0,38,13,4,70,7,429,802,370,695
Direct transit passengers,Malta,MLT,PAS,PAS_TRS,LIC_NEU,MT_LMML,69,239,2,0,58,29,0,36,0,N/A,N/A,N/A,0,0,314,0
Direct transit passengers,Malta,MLT,PAS,PAS_TRS,LIC_EU,MT_LMML,0,7,2,4,0,2,0,2,13,N/A,N/A,N/A,42,700,8,36
Transfer passengers,Malta,MLT,PAS,PAS_TRF,TOTAL,MT_LMML,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A
Passengers carried,Malta,MLT,PAS,PAS_CRD,UNK,MT_LMML,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,8,N/A,N/A,N/A,13816,3962,884,1092
Passengers carried,Malta,MLT,PAS,PAS_CRD,TOTAL,MT_LMML,2509,169642,422639,419235,478641,494481,705093,763814,825145,800226,723180,675499,654648,478801,360782,366954
Passengers carried,Malta,MLT,PAS,PAS_CRD,LIC_NEU,MT_LMML,365,12831,24791,25796,24635,26985,42767,50235,54027,N/A,N/A,N/A,27054,24090,18876,21456
Passengers carried,Malta,MLT,PAS,PAS_CRD,LIC_EU,MT_LMML,2144,156811,397848,393439,454006,467496,662324,713579,771110,N/A,N/A,N/A,613778,450749,341022,344406
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Malta,MLT,MOVE,CACM,UNK,MT_LMML,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,2,N/A,N/A,N/A,99,27,1,14
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Malta,MLT,MOVE,CACM,TOTAL,MT_LMML,83,1780,3223,3399,3737,3683,4945,5115,5386,5238,4891,4776,4573,3523,2862,3212
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Malta,MLT,MOVE,CACM,LIC_NEU,MT_LMML,11,166,293,285,297,315,436,431,469,N/A,N/A,N/A,212,219,189,214
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Malta,MLT,MOVE,CACM,LIC_EU,MT_LMML,72,1614,2930,3114,3440,3368,4509,4684,4915,N/A,N/A,N/A,4262,3277,2672,2984
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Malta,MLT,MOVE,ACM,UNK,MT_LMML,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,4,N/A,N/A,N/A,430,370,272,281
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Malta,MLT,MOVE,ACM,TOTAL,MT_LMML,98,1790,3295,3479,3817,3772,5044,5203,5464,5472,5132,4981,5043,4090,3362,3677
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Malta,MLT,MOVE,ACM,LIC_NEU,MT_LMML,12,167,294,288,299,316,440,437,470,N/A,N/A,N/A,217,223,196,225
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Malta,MLT,MOVE,ACM,LIC_EU,MT_LMML,86,1623,3001,3191,3518,3456,4603,4766,4990,N/A,N/A,N/A,4396,3497,2894,3171
Freight and mail loaded and unloaded,Montenegro,MNE,T,FRM_LD_NLD,TOTAL,ME_LYPG,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Direct transit passengers,Montenegro,MNE,PAS,PAS_TRS,TOTAL,ME_LYPG,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Passengers carried,Montenegro,MNE,PAS,PAS_CRD,TOTAL,ME_LYPG,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Montenegro,MNE,MOVE,CACM,TOTAL,ME_LYPG,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Montenegro,MNE,MOVE,ACM,TOTAL,ME_LYPG,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Freight and mail loaded and unloaded,Norway,NOR,T,FRM_LD_NLD,UNK,NO_ENVA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Freight and mail loaded and unloaded,Norway,NOR,T,FRM_LD_NLD,TOTAL,NO_ENVA,N/A,122,124,130,119,162,137,122,136,133,133,110,97,108,85,107
Freight and mail loaded and unloaded,Norway,NOR,T,FRM_LD_NLD,LIC_NEU,NO_ENVA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Freight and mail loaded and unloaded,Norway,NOR,T,FRM_LD_NLD,LIC_EU,NO_ENVA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Direct transit passengers,Norway,NOR,PAS,PAS_TRS,UNK,NO_ENVA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Direct transit passengers,Norway,NOR,PAS,PAS_TRS,TOTAL,NO_ENVA,N/A,168,386,30,164,15,16,48,1456,2309,719,992,699,410,315,207
Direct transit passengers,Norway,NOR,PAS,PAS_TRS,LIC_NEU,NO_ENVA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Direct transit passengers,Norway,NOR,PAS,PAS_TRS,LIC_EU,NO_ENVA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Transfer passengers,Norway,NOR,PAS,PAS_TRF,TOTAL,NO_ENVA,N/A,9844,16739,16687,15613,19092,21214,22082,17437,14208,19721,19247,14898,19749,15316,16539
Passengers carried,Norway,NOR,PAS,PAS_CRD,UNK,NO_ENVA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Passengers carried,Norway,NOR,PAS,PAS_CRD,TOTAL,NO_ENVA,N/A,165471,320590,320579,297300,364186,429993,411234,379761,339540,418492,379277,332572,378199,321911,315739
Passengers carried,Norway,NOR,PAS,PAS_CRD,LIC_NEU,NO_ENVA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Passengers carried,Norway,NOR,PAS,PAS_CRD,LIC_EU,NO_ENVA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Norway,NOR,MOVE,CACM,UNK,NO_ENVA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Norway,NOR,MOVE,CACM,TOTAL,NO_ENVA,N/A,2987,3968,4144,3647,4503,4835,4854,4509,3887,4491,4495,3891,4470,3963,4117
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Norway,NOR,MOVE,CACM,LIC_NEU,NO_ENVA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Norway,NOR,MOVE,CACM,LIC_EU,NO_ENVA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Norway,NOR,MOVE,ACM,UNK,NO_ENVA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Norway,NOR,MOVE,ACM,TOTAL,NO_ENVA,N/A,3262,4234,4420,3913,4854,5309,5228,5029,4355,4993,4887,4271,4799,4212,4365
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Norway,NOR,MOVE,ACM,LIC_NEU,NO_ENVA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Norway,NOR,MOVE,ACM,LIC_EU,NO_ENVA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Freight and mail loaded and unloaded,Norway,NOR,T,FRM_LD_NLD,UNK,NO_ENTC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Freight and mail loaded and unloaded,Norway,NOR,T,FRM_LD_NLD,TOTAL,NO_ENTC,N/A,98,265,299,296,299,357,120,333,384,374,331,304,295,338,354
Freight and mail loaded and unloaded,Norway,NOR,T,FRM_LD_NLD,LIC_NEU,NO_ENTC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Freight and mail loaded and unloaded,Norway,NOR,T,FRM_LD_NLD,LIC_EU,NO_ENTC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Direct transit passengers,Norway,NOR,PAS,PAS_TRS,UNK,NO_ENTC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Direct transit passengers,Norway,NOR,PAS,PAS_TRS,TOTAL,NO_ENTC,N/A,3160,5583,5346,4254,5666,7858,7761,8683,9806,8381,6913,6840,7510,6119,5744
Direct transit passengers,Norway,NOR,PAS,PAS_TRS,LIC_NEU,NO_ENTC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Direct transit passengers,Norway,NOR,PAS,PAS_TRS,LIC_EU,NO_ENTC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Transfer passengers,Norway,NOR,PAS,PAS_TRF,TOTAL,NO_ENTC,N/A,10178,14610,16407,13557,17366,20351,21019,20313,19981,20670,18838,17325,17865,15738,16551
Passengers carried,Norway,NOR,PAS,PAS_CRD,UNK,NO_ENTC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Passengers carried,Norway,NOR,PAS,PAS_CRD,TOTAL,NO_ENTC,N/A,107330,208039,206618,186478,190095,202310,189345,188642,193692,198085,175821,161671,214026,200779,196241
Passengers carried,Norway,NOR,PAS,PAS_CRD,LIC_NEU,NO_ENTC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Passengers carried,Norway,NOR,PAS,PAS_CRD,LIC_EU,NO_ENTC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Norway,NOR,MOVE,CACM,UNK,NO_ENTC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Norway,NOR,MOVE,CACM,TOTAL,NO_ENTC,N/A,2412,2795,3052,2633,3070,3260,3131,3039,2961,2868,2980,2682,3128,2842,3034
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Norway,NOR,MOVE,CACM,LIC_NEU,NO_ENTC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Norway,NOR,MOVE,CACM,LIC_EU,NO_ENTC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Norway,NOR,MOVE,ACM,UNK,NO_ENTC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Norway,NOR,MOVE,ACM,TOTAL,NO_ENTC,N/A,2865,3305,3563,3160,3574,3804,3671,3644,3477,3500,3587,3328,3665,3334,3618
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Norway,NOR,MOVE,ACM,LIC_NEU,NO_ENTC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Norway,NOR,MOVE,ACM,LIC_EU,NO_ENTC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Freight and mail loaded and unloaded,Norway,NOR,T,FRM_LD_NLD,UNK,NO_ENZV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Freight and mail loaded and unloaded,Norway,NOR,T,FRM_LD_NLD,TOTAL,NO_ENZV,N/A,1276,974,1026,1180,1171,1202,957,1008,946,1316,998,897,945,962,1078
Freight and mail loaded and unloaded,Norway,NOR,T,FRM_LD_NLD,LIC_NEU,NO_ENZV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Freight and mail loaded and unloaded,Norway,NOR,T,FRM_LD_NLD,LIC_EU,NO_ENZV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Direct transit passengers,Norway,NOR,PAS,PAS_TRS,UNK,NO_ENZV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Direct transit passengers,Norway,NOR,PAS,PAS_TRS,TOTAL,NO_ENZV,N/A,480,170,0,175,0,0,19,0,157,0,170,286,397,96,176
Direct transit passengers,Norway,NOR,PAS,PAS_TRS,LIC_NEU,NO_ENZV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Direct transit passengers,Norway,NOR,PAS,PAS_TRS,LIC_EU,NO_ENZV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Transfer passengers,Norway,NOR,PAS,PAS_TRF,TOTAL,NO_ENZV,N/A,1980,4909,5146,3624,3620,5001,6310,5359,6201,5389,4302,4551,5350,5194,4491
Passengers carried,Norway,NOR,PAS,PAS_CRD,UNK,NO_ENZV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Passengers carried,Norway,NOR,PAS,PAS_CRD,TOTAL,NO_ENZV,N/A,154811,305110,307303,309654,347995,400117,395390,378108,375655,412078,378611,331521,359085,301566,309278
Passengers carried,Norway,NOR,PAS,PAS_CRD,LIC_NEU,NO_ENZV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
