Label,Country,Country_code,unit,tra_meas,airline,rep_airp_per_time,2020M04,2020M03,2020M02,2020M01,2019M12,2019M11,2019M10,2019M09,2019M08,2019M07,2019M06,2019M05,2019M04,2019M03,2019M02,2019M01
Freight and mail loaded and unloaded,Germany,DEU,T,FRM_LD_NLD,TOTAL,DE_EDDK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Freight and mail loaded and unloaded,Germany,DEU,T,FRM_LD_NLD,LIC_NEU,DE_EDDK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Freight and mail loaded and unloaded,Germany,DEU,T,FRM_LD_NLD,LIC_EU,DE_EDDK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Direct transit passengers,Germany,DEU,PAS,PAS_TRS,TOTAL,DE_EDDK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Direct transit passengers,Germany,DEU,PAS,PAS_TRS,LIC_NEU,DE_EDDK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Direct transit passengers,Germany,DEU,PAS,PAS_TRS,LIC_EU,DE_EDDK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Transfer passengers,Germany,DEU,PAS,PAS_TRF,TOTAL,DE_EDDK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Passengers carried,Germany,DEU,PAS,PAS_CRD,TOTAL,DE_EDDK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Passengers carried,Germany,DEU,PAS,PAS_CRD,LIC_NEU,DE_EDDK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Passengers carried,Germany,DEU,PAS,PAS_CRD,LIC_EU,DE_EDDK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Germany,DEU,MOVE,CACM,TOTAL,DE_EDDK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Germany,DEU,MOVE,CACM,LIC_NEU,DE_EDDK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Germany,DEU,MOVE,CACM,LIC_EU,DE_EDDK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Germany,DEU,MOVE,ACM,TOTAL,DE_EDDK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Germany,DEU,MOVE,ACM,LIC_NEU,DE_EDDK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Germany,DEU,MOVE,ACM,LIC_EU,DE_EDDK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Freight and mail loaded and unloaded,Germany,DEU,T,FRM_LD_NLD,TOTAL,DE_EDDW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Freight and mail loaded and unloaded,Germany,DEU,T,FRM_LD_NLD,LIC_NEU,DE_EDDW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Freight and mail loaded and unloaded,Germany,DEU,T,FRM_LD_NLD,LIC_EU,DE_EDDW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Direct transit passengers,Germany,DEU,PAS,PAS_TRS,TOTAL,DE_EDDW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Direct transit passengers,Germany,DEU,PAS,PAS_TRS,LIC_NEU,DE_EDDW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Direct transit passengers,Germany,DEU,PAS,PAS_TRS,LIC_EU,DE_EDDW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Transfer passengers,Germany,DEU,PAS,PAS_TRF,TOTAL,DE_EDDW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Passengers carried,Germany,DEU,PAS,PAS_CRD,TOTAL,DE_EDDW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Passengers carried,Germany,DEU,PAS,PAS_CRD,LIC_NEU,DE_EDDW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Passengers carried,Germany,DEU,PAS,PAS_CRD,LIC_EU,DE_EDDW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Germany,DEU,MOVE,CACM,TOTAL,DE_EDDW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Germany,DEU,MOVE,CACM,LIC_NEU,DE_EDDW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Germany,DEU,MOVE,CACM,LIC_EU,DE_EDDW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Germany,DEU,MOVE,ACM,TOTAL,DE_EDDW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Germany,DEU,MOVE,ACM,LIC_NEU,DE_EDDW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Germany,DEU,MOVE,ACM,LIC_EU,DE_EDDW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Freight and mail loaded and unloaded,Germany,DEU,T,FRM_LD_NLD,TOTAL,DE_EDDT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Freight and mail loaded and unloaded,Germany,DEU,T,FRM_LD_NLD,LIC_NEU,DE_EDDT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Freight and mail loaded and unloaded,Germany,DEU,T,FRM_LD_NLD,LIC_EU,DE_EDDT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Direct transit passengers,Germany,DEU,PAS,PAS_TRS,TOTAL,DE_EDDT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Direct transit passengers,Germany,DEU,PAS,PAS_TRS,LIC_NEU,DE_EDDT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Direct transit passengers,Germany,DEU,PAS,PAS_TRS,LIC_EU,DE_EDDT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Transfer passengers,Germany,DEU,PAS,PAS_TRF,TOTAL,DE_EDDT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Passengers carried,Germany,DEU,PAS,PAS_CRD,TOTAL,DE_EDDT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Passengers carried,Germany,DEU,PAS,PAS_CRD,LIC_NEU,DE_EDDT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Passengers carried,Germany,DEU,PAS,PAS_CRD,LIC_EU,DE_EDDT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Germany,DEU,MOVE,CACM,TOTAL,DE_EDDT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Germany,DEU,MOVE,CACM,LIC_NEU,DE_EDDT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Germany,DEU,MOVE,CACM,LIC_EU,DE_EDDT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Germany,DEU,MOVE,ACM,TOTAL,DE_EDDT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Germany,DEU,MOVE,ACM,LIC_NEU,DE_EDDT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Germany,DEU,MOVE,ACM,LIC_EU,DE_EDDT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Freight and mail loaded and unloaded,Germany,DEU,T,FRM_LD_NLD,TOTAL,DE_EDDB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Freight and mail loaded and unloaded,Germany,DEU,T,FRM_LD_NLD,LIC_NEU,DE_EDDB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Freight and mail loaded and unloaded,Germany,DEU,T,FRM_LD_NLD,LIC_EU,DE_EDDB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Direct transit passengers,Germany,DEU,PAS,PAS_TRS,TOTAL,DE_EDDB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Direct transit passengers,Germany,DEU,PAS,PAS_TRS,LIC_NEU,DE_EDDB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Direct transit passengers,Germany,DEU,PAS,PAS_TRS,LIC_EU,DE_EDDB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Transfer passengers,Germany,DEU,PAS,PAS_TRF,TOTAL,DE_EDDB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Passengers carried,Germany,DEU,PAS,PAS_CRD,TOTAL,DE_EDDB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Passengers carried,Germany,DEU,PAS,PAS_CRD,LIC_NEU,DE_EDDB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Passengers carried,Germany,DEU,PAS,PAS_CRD,LIC_EU,DE_EDDB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Germany,DEU,MOVE,CACM,TOTAL,DE_EDDB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Germany,DEU,MOVE,CACM,LIC_NEU,DE_EDDB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Germany,DEU,MOVE,CACM,LIC_EU,DE_EDDB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Germany,DEU,MOVE,ACM,TOTAL,DE_EDDB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Germany,DEU,MOVE,ACM,LIC_NEU,DE_EDDB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Germany,DEU,MOVE,ACM,LIC_EU,DE_EDDB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Freight and mail loaded and unloaded,Hungary,HUN,T,FRM_LD_NLD,UNK,HU_LHBP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Freight and mail loaded and unloaded,Hungary,HUN,T,FRM_LD_NLD,TOTAL,HU_LHBP,N/A,N/A,N/A,N/A,7677,8909,9120,7899,7460,8109,7974,8399,7752,8364,6705,7224
Freight and mail loaded and unloaded,Hungary,HUN,T,FRM_LD_NLD,LIC_NEU,HU_LHBP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Freight and mail loaded and unloaded,Hungary,HUN,T,FRM_LD_NLD,LIC_EU,HU_LHBP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Direct transit passengers,Hungary,HUN,PAS,PAS_TRS,UNK,HU_LHBP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Direct transit passengers,Hungary,HUN,PAS,PAS_TRS,TOTAL,HU_LHBP,N/A,N/A,N/A,N/A,559,1822,1316,1263,1385,1674,1244,1108,906,1327,986,1337
Direct transit passengers,Hungary,HUN,PAS,PAS_TRS,LIC_NEU,HU_LHBP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Direct transit passengers,Hungary,HUN,PAS,PAS_TRS,LIC_EU,HU_LHBP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Transfer passengers,Hungary,HUN,PAS,PAS_TRF,TOTAL,HU_LHBP,N/A,N/A,N/A,N/A,2450,1951,2813,3956,3929,5033,4336,3762,2725,2084,1253,1040
Passengers carried,Hungary,HUN,PAS,PAS_CRD,UNK,HU_LHBP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Passengers carried,Hungary,HUN,PAS,PAS_CRD,TOTAL,HU_LHBP,N/A,N/A,N/A,N/A,1306497,1264279,1470144,1507600,1610469,1597335,1468921,1407109,1332311,1168118,966639,1000097
Passengers carried,Hungary,HUN,PAS,PAS_CRD,LIC_NEU,HU_LHBP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Passengers carried,Hungary,HUN,PAS,PAS_CRD,LIC_EU,HU_LHBP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Hungary,HUN,MOVE,CACM,UNK,HU_LHBP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Hungary,HUN,MOVE,CACM,TOTAL,HU_LHBP,N/A,N/A,N/A,N/A,9330,8963,10148,10419,10852,10784,10047,9995,9415,8550,7377,7968
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Hungary,HUN,MOVE,CACM,LIC_NEU,HU_LHBP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Hungary,HUN,MOVE,CACM,LIC_EU,HU_LHBP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Hungary,HUN,MOVE,ACM,UNK,HU_LHBP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Hungary,HUN,MOVE,ACM,TOTAL,HU_LHBP,N/A,N/A,N/A,N/A,9927,9711,10967,11343,11744,11627,11080,10773,10034,9184,7910,8513
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Hungary,HUN,MOVE,ACM,LIC_NEU,HU_LHBP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Hungary,HUN,MOVE,ACM,LIC_EU,HU_LHBP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Freight and mail loaded and unloaded,Iceland,ISL,T,FRM_LD_NLD,UNK,IS_BIKF,0,13,0,319,172,0,23,48,0,0,0,0,26,0,0,0
Freight and mail loaded and unloaded,Iceland,ISL,T,FRM_LD_NLD,TOTAL,IS_BIKF,3028,4002,4280,5015,4674,4875,4809,4415,4032,4042,4128,4794,4381,5273,4423,4822
Freight and mail loaded and unloaded,Iceland,ISL,T,FRM_LD_NLD,LIC_NEU,IS_BIKF,2612,3494,3810,4178,4126,4496,4718,4353,4027,4033,4058,4773,4353,4763,3919,4249
Freight and mail loaded and unloaded,Iceland,ISL,T,FRM_LD_NLD,LIC_EU,IS_BIKF,416,495,469,518,376,379,69,14,6,9,70,21,2,510,504,573
Direct transit passengers,Iceland,ISL,PAS,PAS_TRS,UNK,IS_BIKF,0,0,0,0,0,0,0,0,376,0,0,0,0,0,0,0
Direct transit passengers,Iceland,ISL,PAS,PAS_TRS,TOTAL,IS_BIKF,0,26,0,0,0,5,0,0,382,0,0,0,0,0,0,0
Direct transit passengers,Iceland,ISL,PAS,PAS_TRS,LIC_NEU,IS_BIKF,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0
Direct transit passengers,Iceland,ISL,PAS,PAS_TRS,LIC_EU,IS_BIKF,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Passengers carried,Iceland,ISL,PAS,PAS_CRD,UNK,IS_BIKF,5,72,2,18,0,0,1208,402,1874,893,338,570,27,0,0,0
Passengers carried,Iceland,ISL,PAS,PAS_CRD,TOTAL,IS_BIKF,2484,216805,392068,374373,452237,435146,553329,643751,838873,841676,784190,579942,473580,584856,506028,532567
Passengers carried,Iceland,ISL,PAS,PAS_CRD,LIC_NEU,IS_BIKF,1768,133157,238886,219933,279996,274769,387593,485714,644275,648645,626592,455903,358955,293724,230833,248871
Passengers carried,Iceland,ISL,PAS,PAS_CRD,LIC_EU,IS_BIKF,711,83576,153180,154422,172241,160377,164528,157635,192724,192138,157260,123469,114598,291132,275195,283696
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Iceland,ISL,MOVE,CACM,UNK,IS_BIKF,3,4,1,13,20,0,25,7,14,14,4,12,5,0,0,0
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Iceland,ISL,MOVE,CACM,TOTAL,IS_BIKF,250,1897,2585,2615,3011,2939,3420,4172,5202,5197,4709,3716,2925,3731,3359,3805
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Iceland,ISL,MOVE,CACM,LIC_NEU,IS_BIKF,201,1160,1605,1584,1802,1815,2390,3161,3946,3940,3683,2884,2204,1944,1632,1902
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Iceland,ISL,MOVE,CACM,LIC_EU,IS_BIKF,46,733,979,1018,1189,1124,1005,1004,1242,1243,1022,820,716,1787,1727,1903
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Iceland,ISL,MOVE,ACM,UNK,IS_BIKF,133,198,267,322,303,439,643,468,389,380,512,375,405,403,290,240
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Iceland,ISL,MOVE,ACM,TOTAL,IS_BIKF,536,2328,3041,3105,3519,3727,4396,4963,5916,5967,5745,4501,3585,4407,3818,4277
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Iceland,ISL,MOVE,ACM,LIC_NEU,IS_BIKF,249,1288,1713,1672,1924,2033,2579,3351,4128,4238,4104,3211,2351,2089,1734,2023
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Iceland,ISL,MOVE,ACM,LIC_EU,IS_BIKF,154,842,1061,1111,1292,1255,1174,1144,1399,1349,1129,915,829,1915,1794,2014
Freight and mail loaded and unloaded,Ireland,IRL,T,FRM_LD_NLD,UNK,IE_EINN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Freight and mail loaded and unloaded,Ireland,IRL,T,FRM_LD_NLD,TOTAL,IE_EINN,N/A,N/A,N/A,N/A,1127,1166,1310,994,946,1071,956,1100,988,980,960,1062
Freight and mail loaded and unloaded,Ireland,IRL,T,FRM_LD_NLD,LIC_NEU,IE_EINN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Freight and mail loaded and unloaded,Ireland,IRL,T,FRM_LD_NLD,LIC_EU,IE_EINN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Direct transit passengers,Ireland,IRL,PAS,PAS_TRS,UNK,IE_EINN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Direct transit passengers,Ireland,IRL,PAS,PAS_TRS,TOTAL,IE_EINN,N/A,N/A,N/A,N/A,297,1572,1658,1089,773,491,871,1746,889,415,1163,1046
Direct transit passengers,Ireland,IRL,PAS,PAS_TRS,LIC_NEU,IE_EINN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Direct transit passengers,Ireland,IRL,PAS,PAS_TRS,LIC_EU,IE_EINN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Transfer passengers,Ireland,IRL,PAS,PAS_TRF,TOTAL,IE_EINN,N/A,N/A,N/A,N/A,2063,1365,1456,2467,2484,1417,2547,1885,1291,722,386,1337
Passengers carried,Ireland,IRL,PAS,PAS_CRD,UNK,IE_EINN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Passengers carried,Ireland,IRL,PAS,PAS_CRD,TOTAL,IE_EINN,N/A,N/A,N/A,N/A,98451,101018,134938,164086,185483,182421,177285,157538,127116,99568,80392,84987
Passengers carried,Ireland,IRL,PAS,PAS_CRD,LIC_NEU,IE_EINN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Passengers carried,Ireland,IRL,PAS,PAS_CRD,LIC_EU,IE_EINN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Ireland,IRL,MOVE,CACM,UNK,IE_EINN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Ireland,IRL,MOVE,CACM,TOTAL,IE_EINN,N/A,N/A,N/A,N/A,902,925,1204,1384,1410,1401,1385,1372,1094,918,774,895
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Ireland,IRL,MOVE,CACM,LIC_NEU,IE_EINN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Commercial aircraft movements (passenger, freight and mail, commercial general aviation operations)",Ireland,IRL,MOVE,CACM,LIC_EU,IE_EINN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Aircraft movements (passenger, freight and mail, commercial and non-commercial general aviation operations)",Ireland,IRL,MOVE,ACM,UNK,IE_EINN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
